1003,$100 Port-in Promo for PA Smartphone Plans
166,Freedom Special 50
229,Upgrade $50 Credit
214,PBRetention_25
227,BYOP 150 Prepaid
179,Supervisor_Above_6_10
181,Supervisor_Above_10_10
184,Loyalty_Above_10_10
218,Freedom 10 PA
1008,THX 10$ Abv MRC 6 Months
