Tenant,Sale Location,,,,,,,,,,,,,,,,,,,Location Segment,Market,,,,,,,,,,,,,,,,,,,
Shaw,SN3451208,,,,,,,,,,,,,,,,,,,SN3451208,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451209,,,,,,,,,,,,,,,,,,,SN3451209,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451210,,,,,,,,,,,,,,,,,,,SN3451210,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451211,,,,,,,,,,,,,,,,,,,SN3451211,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451212,,,,,,,,,,,,,,,,,,,SN3451212,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451213,,,,,,,,,,,,,,,,,,,SN3451213,Vancouver,,,,,,,,,,,,,,,,,,,
Shaw,SN3451214,,,,,,,,,,,,,,,,,,,SN3451214,Victoria,,,,,,,,,,,,,,,,,,,
Shaw,SN3451215,,,,,,,,,,,,,,,,,,,SN3451215,Victoria,,,,,,,,,,,,,,,,,,,
Shaw,SN3451216,,,,,,,,,,,,,,,,,,,SN3451216,Nanaimo,,,,,,,,,,,,,,,,,,,
Shaw,SN3451217,,,,,,,,,,,,,,,,,,,SN3451217,Kelowna,,,,,,,,,,,,,,,,,,,
Shaw,SN3451218,,,,,,,,,,,,,,,,,,,SN3451218,Kelowna,,,,,,,,,,,,,,,,,,,
Shaw,SN3451219,,,,,,,,,,,,,,,,,,,SN3451219,Cranbrook,,,,,,,,,,,,,,,,,,,
Shaw,SN3451220,,,,,,,,,,,,,,,,,,,SN3451220,Prince George,,,,,,,,,,,,,,,,,,,
Shaw,SN3451221,,,,,,,,,,,,,,,,,,,SN3451221,Campbell River,,,,,,,,,,,,,,,,,,,
Shaw,SN3451222,,,,,,,,,,,,,,,,,,,SN3451222,Courtenay,,,,,,,,,,,,,,,,,,,
Shaw,SN3451223,,,,,,,,,,,,,,,,,,,SN3451223,Kamloops,,,,,,,,,,,,,,,,,,,
Shaw,SN3451224,,,,,,,,,,,,,,,,,,,SN3451224,Penticton,,,,,,,,,,,,,,,,,,,
Shaw,SN3451225,,,,,,,,,,,,,,,,,,,SN3451225,Vernon,,,,,,,,,,,,,,,,,,,
GWMC,WD209021,,,,,,,,,,,,,,,,,,,WD209021,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,WD209022,,,,,,,,,,,,,,,,,,,WD209022,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,WD209023,,,,,,,,,,,,,,,,,,,WD209023,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,WD209024,,,,,,,,,,,,,,,,,,,WD209024,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,WD209025,,,,,,,,,,,,,,,,,,,WD209025,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,WD217014,,,,,,,,,,,,,,,,,,,WD217014,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217015,,,,,,,,,,,,,,,,,,,WD217015,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217016,,,,,,,,,,,,,,,,,,,WD217016,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217017,,,,,,,,,,,,,,,,,,,WD217017,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217018,,,,,,,,,,,,,,,,,,,WD217018,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217019,,,,,,,,,,,,,,,,,,,WD217019,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD779403,,,,,,,,,,,,,,,,,,,WD779403,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR140042,,,,,,,,,,,,,,,,,,,WR140042,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400500,,,,,,,,,,,,,,,,,,,WR1400500,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400501,,,,,,,,,,,,,,,,,,,WR1400501,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400502,,,,,,,,,,,,,,,,,,,WR1400502,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400503,,,,,,,,,,,,,,,,,,,WR1400503,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400504,,,,,,,,,,,,,,,,,,,WR1400504,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400505,,,,,,,,,,,,,,,,,,,WR1400505,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400506,,,,,,,,,,,,,,,,,,,WR1400506,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400507,,,,,,,,,,,,,,,,,,,WR1400507,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,WR1400508,,,,,,,,,,,,,,,,,,,WR1400508,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400509,,,,,,,,,,,,,,,,,,,WR1400509,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400510,,,,,,,,,,,,,,,,,,,WR1400510,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400511,,,,,,,,,,,,,,,,,,,WR1400511,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400512,,,,,,,,,,,,,,,,,,,WR1400512,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400513,,,,,,,,,,,,,,,,,,,WR1400513,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400514,,,,,,,,,,,,,,,,,,,WR1400514,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400515,,,,,,,,,,,,,,,,,,,WR1400515,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400516,,,,,,,,,,,,,,,,,,,WR1400516,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400517,,,,,,,,,,,,,,,,,,,WR1400517,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400518,,,,,,,,,,,,,,,,,,,WR1400518,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400519,,,,,,,,,,,,,,,,,,,WR1400519,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WR1400520,,,,,,,,,,,,,,,,,,,WR1400520,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400521,,,,,,,,,,,,,,,,,,,WR1400521,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400522,,,,,,,,,,,,,,,,,,,WR1400522,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400523,,,,,,,,,,,,,,,,,,,WR1400523,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400524,,,,,,,,,,,,,,,,,,,WR1400524,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400525,,,,,,,,,,,,,,,,,,,WR1400525,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400526,,,,,,,,,,,,,,,,,,,WR1400526,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400527,,,,,,,,,,,,,,,,,,,WR1400527,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400528,,,,,,,,,,,,,,,,,,,WR1400528,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,WR1400529,,,,,,,,,,,,,,,,,,,WR1400529,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400530,,,,,,,,,,,,,,,,,,,WR1400530,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,WR1400531,,,,,,,,,,,,,,,,,,,WR1400531,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WR1400532,,,,,,,,,,,,,,,,,,,WR1400532,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400533,,,,,,,,,,,,,,,,,,,WR1400533,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400534,,,,,,,,,,,,,,,,,,,WR1400534,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400535,,,,,,,,,,,,,,,,,,,WR1400535,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400536,,,,,,,,,,,,,,,,,,,WR1400536,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WR1400537,,,,,,,,,,,,,,,,,,,WR1400537,London,,,,,,,,,,,,,,,,,,,
GWMC,WR1400538,,,,,,,,,,,,,,,,,,,WR1400538,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400539,,,,,,,,,,,,,,,,,,,WR1400539,Kelowna,,,,,,,,,,,,,,,,,,,
GWMC,WR1400540,,,,,,,,,,,,,,,,,,,WR1400540,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WR1400541,,,,,,,,,,,,,,,,,,,WR1400541,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400542,,,,,,,,,,,,,,,,,,,WR1400542,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400543,,,,,,,,,,,,,,,,,,,WR1400543,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WR1400544,,,,,,,,,,,,,,,,,,,WR1400544,London,,,,,,,,,,,,,,,,,,,
GWMC,WR1400545,,,,,,,,,,,,,,,,,,,WR1400545,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR1400546,,,,,,,,,,,,,,,,,,,WR1400546,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400547,,,,,,,,,,,,,,,,,,,WR1400547,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,WR1400548,,,,,,,,,,,,,,,,,,,WR1400548,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400549,,,,,,,,,,,,,,,,,,,WR1400549,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400550,,,,,,,,,,,,,,,,,,,WR1400550,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400551,,,,,,,,,,,,,,,,,,,WR1400551,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400552,,,,,,,,,,,,,,,,,,,WR1400552,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400553,,,,,,,,,,,,,,,,,,,WR1400553,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400554,,,,,,,,,,,,,,,,,,,WR1400554,London,,,,,,,,,,,,,,,,,,,
GWMC,WR1400555,,,,,,,,,,,,,,,,,,,WR1400555,London,,,,,,,,,,,,,,,,,,,
GWMC,WR1400556,,,,,,,,,,,,,,,,,,,WR1400556,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,WR1400557,,,,,,,,,,,,,,,,,,,WR1400557,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,WR1400558,,,,,,,,,,,,,,,,,,,WR1400558,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR1400559,,,,,,,,,,,,,,,,,,,WR1400559,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR797799,,,,,,,,,,,,,,,,,,,FR797799,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977100,,,,,,,,,,,,,,,,,,,FR7977100,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977101,,,,,,,,,,,,,,,,,,,FR7977101,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977102,,,,,,,,,,,,,,,,,,,FR7977102,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977103,,,,,,,,,,,,,,,,,,,FR7977103,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977104,,,,,,,,,,,,,,,,,,,FR7977104,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977105,,,,,,,,,,,,,,,,,,,FR7977105,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977106,,,,,,,,,,,,,,,,,,,FR7977106,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977107,,,,,,,,,,,,,,,,,,,FR7977107,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977108,,,,,,,,,,,,,,,,,,,FR7977108,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977109,,,,,,,,,,,,,,,,,,,FR7977109,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977110,,,,,,,,,,,,,,,,,,,FR7977110,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977111,,,,,,,,,,,,,,,,,,,FR7977111,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,FR7977112,,,,,,,,,,,,,,,,,,,FR7977112,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977113,,,,,,,,,,,,,,,,,,,FR7977113,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977114,,,,,,,,,,,,,,,,,,,FR7977114,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977115,,,,,,,,,,,,,,,,,,,FR7977115,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR7977116,,,,,,,,,,,,,,,,,,,FR7977116,Belleville,,,,,,,,,,,,,,,,,,,
GWMC,FR7977117,,,,,,,,,,,,,,,,,,,FR7977117,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR7977118,,,,,,,,,,,,,,,,,,,FR7977118,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977119,,,,,,,,,,,,,,,,,,,FR7977119,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977120,,,,,,,,,,,,,,,,,,,FR7977120,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977121,,,,,,,,,,,,,,,,,,,FR7977121,Kingston,,,,,,,,,,,,,,,,,,,
GWMC,FR7977122,,,,,,,,,,,,,,,,,,,FR7977122,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977123,,,,,,,,,,,,,,,,,,,FR7977123,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977124,,,,,,,,,,,,,,,,,,,FR7977124,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977125,,,,,,,,,,,,,,,,,,,FR7977125,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977126,,,,,,,,,,,,,,,,,,,FR7977126,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977127,,,,,,,,,,,,,,,,,,,FR7977127,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977128,,,,,,,,,,,,,,,,,,,FR7977128,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977129,,,,,,,,,,,,,,,,,,,FR7977129,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977130,,,,,,,,,,,,,,,,,,,FR7977130,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977131,,,,,,,,,,,,,,,,,,,FR7977131,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977132,,,,,,,,,,,,,,,,,,,FR7977132,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977133,,,,,,,,,,,,,,,,,,,FR7977133,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977134,,,,,,,,,,,,,,,,,,,FR7977134,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977135,,,,,,,,,,,,,,,,,,,FR7977135,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977136,,,,,,,,,,,,,,,,,,,FR7977136,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977137,,,,,,,,,,,,,,,,,,,FR7977137,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR7977138,,,,,,,,,,,,,,,,,,,FR7977138,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977139,,,,,,,,,,,,,,,,,,,FR7977139,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977140,,,,,,,,,,,,,,,,,,,FR7977140,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977141,,,,,,,,,,,,,,,,,,,FR7977141,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977142,,,,,,,,,,,,,,,,,,,FR7977142,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977143,,,,,,,,,,,,,,,,,,,FR7977143,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977144,,,,,,,,,,,,,,,,,,,FR7977144,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977145,,,,,,,,,,,,,,,,,,,FR7977145,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977146,,,,,,,,,,,,,,,,,,,FR7977146,Kamloops,,,,,,,,,,,,,,,,,,,
GWMC,FR7977147,,,,,,,,,,,,,,,,,,,FR7977147,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977148,,,,,,,,,,,,,,,,,,,FR7977148,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR7977149,,,,,,,,,,,,,,,,,,,FR7977149,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977150,,,,,,,,,,,,,,,,,,,FR7977150,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR7977151,,,,,,,,,,,,,,,,,,,FR7977151,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977152,,,,,,,,,,,,,,,,,,,FR7977152,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977153,,,,,,,,,,,,,,,,,,,FR7977153,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977154,,,,,,,,,,,,,,,,,,,FR7977154,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977155,,,,,,,,,,,,,,,,,,,FR7977155,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977156,,,,,,,,,,,,,,,,,,,FR7977156,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977157,,,,,,,,,,,,,,,,,,,FR7977157,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977158,,,,,,,,,,,,,,,,,,,FR7977158,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977159,,,,,,,,,,,,,,,,,,,FR7977159,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977160,,,,,,,,,,,,,,,,,,,FR7977160,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR7977161,,,,,,,,,,,,,,,,,,,FR7977161,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977162,,,,,,,,,,,,,,,,,,,FR7977162,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977163,,,,,,,,,,,,,,,,,,,FR7977163,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977164,,,,,,,,,,,,,,,,,,,FR7977164,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977165,,,,,,,,,,,,,,,,,,,FR7977165,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977166,,,,,,,,,,,,,,,,,,,FR7977166,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977167,,,,,,,,,,,,,,,,,,,FR7977167,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977168,,,,,,,,,,,,,,,,,,,FR7977168,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977169,,,,,,,,,,,,,,,,,,,FR7977169,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977170,,,,,,,,,,,,,,,,,,,FR7977170,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977171,,,,,,,,,,,,,,,,,,,FR7977171,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977172,,,,,,,,,,,,,,,,,,,FR7977172,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977173,,,,,,,,,,,,,,,,,,,FR7977173,London,,,,,,,,,,,,,,,,,,,
GWMC,FR7977174,,,,,,,,,,,,,,,,,,,FR7977174,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR7977175,,,,,,,,,,,,,,,,,,,FR7977175,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977176,,,,,,,,,,,,,,,,,,,FR7977176,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977177,,,,,,,,,,,,,,,,,,,FR7977177,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977178,,,,,,,,,,,,,,,,,,,FR7977178,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977179,,,,,,,,,,,,,,,,,,,FR7977179,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977180,,,,,,,,,,,,,,,,,,,FR7977180,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977181,,,,,,,,,,,,,,,,,,,FR7977181,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977182,,,,,,,,,,,,,,,,,,,FR7977182,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977183,,,,,,,,,,,,,,,,,,,FR7977183,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977184,,,,,,,,,,,,,,,,,,,FR7977184,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977185,,,,,,,,,,,,,,,,,,,FR7977185,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977186,,,,,,,,,,,,,,,,,,,FR7977186,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977187,,,,,,,,,,,,,,,,,,,FR7977187,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977188,,,,,,,,,,,,,,,,,,,FR7977188,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977189,,,,,,,,,,,,,,,,,,,FR7977189,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977190,,,,,,,,,,,,,,,,,,,FR7977190,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977191,,,,,,,,,,,,,,,,,,,FR7977191,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977192,,,,,,,,,,,,,,,,,,,FR7977192,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977193,,,,,,,,,,,,,,,,,,,FR7977193,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977194,,,,,,,,,,,,,,,,,,,FR7977194,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977195,,,,,,,,,,,,,,,,,,,FR7977195,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977196,,,,,,,,,,,,,,,,,,,FR7977196,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977197,,,,,,,,,,,,,,,,,,,FR7977197,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977198,,,,,,,,,,,,,,,,,,,FR7977198,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977199,,,,,,,,,,,,,,,,,,,FR7977199,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977200,,,,,,,,,,,,,,,,,,,FR7977200,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977201,,,,,,,,,,,,,,,,,,,FR7977201,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977202,,,,,,,,,,,,,,,,,,,FR7977202,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977203,,,,,,,,,,,,,,,,,,,FR7977203,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977204,,,,,,,,,,,,,,,,,,,FR7977204,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977205,,,,,,,,,,,,,,,,,,,FR7977205,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977206,,,,,,,,,,,,,,,,,,,FR7977206,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977207,,,,,,,,,,,,,,,,,,,FR7977207,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977208,,,,,,,,,,,,,,,,,,,FR7977208,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977209,,,,,,,,,,,,,,,,,,,FR7977209,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977210,,,,,,,,,,,,,,,,,,,FR7977210,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977211,,,,,,,,,,,,,,,,,,,FR7977211,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977212,,,,,,,,,,,,,,,,,,,FR7977212,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977213,,,,,,,,,,,,,,,,,,,FR7977213,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR7977214,,,,,,,,,,,,,,,,,,,FR7977214,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977215,,,,,,,,,,,,,,,,,,,FR7977215,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977216,,,,,,,,,,,,,,,,,,,FR7977216,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977217,,,,,,,,,,,,,,,,,,,FR7977217,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977218,,,,,,,,,,,,,,,,,,,FR7977218,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977219,,,,,,,,,,,,,,,,,,,FR7977219,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977220,,,,,,,,,,,,,,,,,,,FR7977220,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977221,,,,,,,,,,,,,,,,,,,FR7977221,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977222,,,,,,,,,,,,,,,,,,,FR7977222,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977223,,,,,,,,,,,,,,,,,,,FR7977223,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977224,,,,,,,,,,,,,,,,,,,FR7977224,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977225,,,,,,,,,,,,,,,,,,,FR7977225,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977226,,,,,,,,,,,,,,,,,,,FR7977226,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977227,,,,,,,,,,,,,,,,,,,FR7977227,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977228,,,,,,,,,,,,,,,,,,,FR7977228,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977229,,,,,,,,,,,,,,,,,,,FR7977229,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977230,,,,,,,,,,,,,,,,,,,FR7977230,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977231,,,,,,,,,,,,,,,,,,,FR7977231,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977232,,,,,,,,,,,,,,,,,,,FR7977232,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977233,,,,,,,,,,,,,,,,,,,FR7977233,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977234,,,,,,,,,,,,,,,,,,,FR7977234,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977235,,,,,,,,,,,,,,,,,,,FR7977235,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977236,,,,,,,,,,,,,,,,,,,FR7977236,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR7977237,,,,,,,,,,,,,,,,,,,FR7977237,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR7977238,,,,,,,,,,,,,,,,,,,FR7977238,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977239,,,,,,,,,,,,,,,,,,,FR7977239,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR7977240,,,,,,,,,,,,,,,,,,,FR7977240,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR7977241,,,,,,,,,,,,,,,,,,,FR7977241,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR7977242,,,,,,,,,,,,,,,,,,,FR7977242,Toronto,,,,,,,,,,,,,,,,,,,
