Tenant,Sale Location,,,,,,,,,,,,,,,,,,,Location Segment,Market,,,,,,,,,,,,,,,,,,,
GWMC,WR140036,,,,,,,,,,,,,,,,,,,WR140036,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD341209,,,,,,,,,,,,,,,,,,,WD341209,London,,,,,,,,,,,,,,,,,,,
GWMC,WD156024,,,,,,,,,,,,,,,,,,,WD156024,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,WD649205,,,,,,,,,,,,,,,,,,,WD649205,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD679203,,,,,,,,,,,,,,,,,,,WD679203,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD341210,,,,,,,,,,,,,,,,,,,WD341210,London,,,,,,,,,,,,,,,,,,,
GWMC,WD519106,,,,,,,,,,,,,,,,,,,WD519106,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD705208,,,,,,,,,,,,,,,,,,,WD705208,London,,,,,,,,,,,,,,,,,,,
GWMC,WD184432,,,,,,,,,,,,,,,,,,,WD184432,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD675204,,,,,,,,,,,,,,,,,,,WD675204,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WD234606,,,,,,,,,,,,,,,,,,,WD234606,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD261103,,,,,,,,,,,,,,,,,,,WD261103,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WD273104,,,,,,,,,,,,,,,,,,,WD273104,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WR140019,,,,,,,,,,,,,,,,,,,WR140019,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD679204,,,,,,,,,,,,,,,,,,,WD679204,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD433113,,,,,,,,,,,,,,,,,,,WD433113,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD433112,,,,,,,,,,,,,,,,,,,WD433112,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD681302,,,,,,,,,,,,,,,,,,,WD681302,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD467108,,,,,,,,,,,,,,,,,,,WD467108,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WD467107,,,,,,,,,,,,,,,,,,,WD467107,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WR140037,,,,,,,,,,,,,,,,,,,WR140037,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD467109,,,,,,,,,,,,,,,,,,,WD467109,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WD184712,,,,,,,,,,,,,,,,,,,WD184712,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD643206,,,,,,,,,,,,,,,,,,,WD643206,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715201,,,,,,,,,,,,,,,,,,,FR715201,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715202,,,,,,,,,,,,,,,,,,,FR715202,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715203,,,,,,,,,,,,,,,,,,,FR715203,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715204,,,,,,,,,,,,,,,,,,,FR715204,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715205,,,,,,,,,,,,,,,,,,,FR715205,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715206,,,,,,,,,,,,,,,,,,,FR715206,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715207,,,,,,,,,,,,,,,,,,,FR715207,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715208,,,,,,,,,,,,,,,,,,,FR715208,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715209,,,,,,,,,,,,,,,,,,,FR715209,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715210,,,,,,,,,,,,,,,,,,,FR715210,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715211,,,,,,,,,,,,,,,,,,,FR715211,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715212,,,,,,,,,,,,,,,,,,,FR715212,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715213,,,,,,,,,,,,,,,,,,,FR715213,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715214,,,,,,,,,,,,,,,,,,,FR715214,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD156025,,,,,,,,,,,,,,,,,,,WD156025,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WCTR0120,,,,,,,,,,,,,,,,,,,WCTR0120,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WCED0109,,,,,,,,,,,,,,,,,,,WCED0109,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WCED0112,,,,,,,,,,,,,,,,,,,WCED0112,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,WD273105,,,,,,,,,,,,,,,,,,,WD273105,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715271,,,,,,,,,,,,,,,,,,,FR715271,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WD705209,,,,,,,,,,,,,,,,,,,WD705209,Brantford,,,,,,,,,,,,,,,,,,,
GWMC,WD433114,,,,,,,,,,,,,,,,,,,WD433114,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,WD243104,,,,,,,,,,,,,,,,,,,WD243104,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD217012,,,,,,,,,,,,,,,,,,,WD217012,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715215,,,,,,,,,,,,,,,,,,,FR715215,Brantford,,,,,,,,,,,,,,,,,,,
GWMC,FR715216,,,,,,,,,,,,,,,,,,,FR715216,Brantford,,,,,,,,,,,,,,,,,,,
GWMC,FR715217,,,,,,,,,,,,,,,,,,,FR715217,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715218,,,,,,,,,,,,,,,,,,,FR715218,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715219,,,,,,,,,,,,,,,,,,,FR715219,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715220,,,,,,,,,,,,,,,,,,,FR715220,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715221,,,,,,,,,,,,,,,,,,,FR715221,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715222,,,,,,,,,,,,,,,,,,,FR715222,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715223,,,,,,,,,,,,,,,,,,,FR715223,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR715224,,,,,,,,,,,,,,,,,,,FR715224,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,FR715225,,,,,,,,,,,,,,,,,,,FR715225,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715226,,,,,,,,,,,,,,,,,,,FR715226,Brantford,,,,,,,,,,,,,,,,,,,
GWMC,FR715227,,,,,,,,,,,,,,,,,,,FR715227,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715228,,,,,,,,,,,,,,,,,,,FR715228,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715229,,,,,,,,,,,,,,,,,,,FR715229,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715230,,,,,,,,,,,,,,,,,,,FR715230,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715231,,,,,,,,,,,,,,,,,,,FR715231,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR715232,,,,,,,,,,,,,,,,,,,FR715232,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715233,,,,,,,,,,,,,,,,,,,FR715233,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,FR715234,,,,,,,,,,,,,,,,,,,FR715234,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715235,,,,,,,,,,,,,,,,,,,FR715235,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715236,,,,,,,,,,,,,,,,,,,FR715236,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715237,,,,,,,,,,,,,,,,,,,FR715237,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715238,,,,,,,,,,,,,,,,,,,FR715238,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715239,,,,,,,,,,,,,,,,,,,FR715239,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715240,,,,,,,,,,,,,,,,,,,FR715240,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715241,,,,,,,,,,,,,,,,,,,FR715241,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715242,,,,,,,,,,,,,,,,,,,FR715242,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715243,,,,,,,,,,,,,,,,,,,FR715243,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715244,,,,,,,,,,,,,,,,,,,FR715244,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715245,,,,,,,,,,,,,,,,,,,FR715245,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715246,,,,,,,,,,,,,,,,,,,FR715246,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715247,,,,,,,,,,,,,,,,,,,FR715247,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715248,,,,,,,,,,,,,,,,,,,FR715248,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715249,,,,,,,,,,,,,,,,,,,FR715249,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715250,,,,,,,,,,,,,,,,,,,FR715250,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715251,,,,,,,,,,,,,,,,,,,FR715251,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715252,,,,,,,,,,,,,,,,,,,FR715252,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715253,,,,,,,,,,,,,,,,,,,FR715253,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715254,,,,,,,,,,,,,,,,,,,FR715254,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715255,,,,,,,,,,,,,,,,,,,FR715255,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715256,,,,,,,,,,,,,,,,,,,FR715256,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715257,,,,,,,,,,,,,,,,,,,FR715257,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715258,,,,,,,,,,,,,,,,,,,FR715258,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715259,,,,,,,,,,,,,,,,,,,FR715259,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715260,,,,,,,,,,,,,,,,,,,FR715260,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715261,,,,,,,,,,,,,,,,,,,FR715261,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715262,,,,,,,,,,,,,,,,,,,FR715262,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715263,,,,,,,,,,,,,,,,,,,FR715263,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715264,,,,,,,,,,,,,,,,,,,FR715264,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715265,,,,,,,,,,,,,,,,,,,FR715265,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715266,,,,,,,,,,,,,,,,,,,FR715266,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715267,,,,,,,,,,,,,,,,,,,FR715267,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715268,,,,,,,,,,,,,,,,,,,FR715268,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715269,,,,,,,,,,,,,,,,,,,FR715269,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715270,,,,,,,,,,,,,,,,,,,FR715270,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715272,,,,,,,,,,,,,,,,,,,FR715272,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715273,,,,,,,,,,,,,,,,,,,FR715273,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715274,,,,,,,,,,,,,,,,,,,FR715274,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715275,,,,,,,,,,,,,,,,,,,FR715275,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715276,,,,,,,,,,,,,,,,,,,FR715276,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR715277,,,,,,,,,,,,,,,,,,,FR715277,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715278,,,,,,,,,,,,,,,,,,,FR715278,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715279,,,,,,,,,,,,,,,,,,,FR715279,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715280,,,,,,,,,,,,,,,,,,,FR715280,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715281,,,,,,,,,,,,,,,,,,,FR715281,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR715282,,,,,,,,,,,,,,,,,,,FR715282,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715283,,,,,,,,,,,,,,,,,,,FR715283,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715284,,,,,,,,,,,,,,,,,,,FR715284,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715285,,,,,,,,,,,,,,,,,,,FR715285,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715286,,,,,,,,,,,,,,,,,,,FR715286,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715287,,,,,,,,,,,,,,,,,,,FR715287,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR715288,,,,,,,,,,,,,,,,,,,FR715288,Brantford,,,,,,,,,,,,,,,,,,,
GWMC,FR715289,,,,,,,,,,,,,,,,,,,FR715289,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715290,,,,,,,,,,,,,,,,,,,FR715290,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715291,,,,,,,,,,,,,,,,,,,FR715291,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715292,,,,,,,,,,,,,,,,,,,FR715292,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR715293,,,,,,,,,,,,,,,,,,,FR715293,London,,,,,,,,,,,,,,,,,,,
GWMC,FR715294,,,,,,,,,,,,,,,,,,,FR715294,Windsor,,,,,,,,,,,,,,,,,,,
GWMC,FR715295,,,,,,,,,,,,,,,,,,,FR715295,Peterborough,,,,,,,,,,,,,,,,,,,
GWMC,FR715296,,,,,,,,,,,,,,,,,,,FR715296,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715297,,,,,,,,,,,,,,,,,,,FR715297,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR715298,,,,,,,,,,,,,,,,,,,FR715298 ,Kingston,,,,,,,,,,,,,,,,,,,
GWMC,WD235411,,,,,,,,,,,,,,,,,,,WD235411,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,WCSC0103,,,,,,,,,,,,,,,,,,,WCSC0103,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WCTR0121,,,,,,,,,,,,,,,,,,,WCTR0121,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,WD679205_Not_to_use,,,,,,,,,,,,,,,,,,,WD679205_Not_to_use,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451001,,,,,,,,,,,,,,,,,,,FR3451001,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451002,,,,,,,,,,,,,,,,,,,FR3451002,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451003,,,,,,,,,,,,,,,,,,,FR3451003,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451004,,,,,,,,,,,,,,,,,,,FR3451004,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR3451005,,,,,,,,,,,,,,,,,,,FR3451005,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451006,,,,,,,,,,,,,,,,,,,FR3451006,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451007,,,,,,,,,,,,,,,,,,,FR3451007,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451008,,,,,,,,,,,,,,,,,,,FR3451008,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451009,,,,,,,,,,,,,,,,,,,FR3451009,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451010,,,,,,,,,,,,,,,,,,,FR3451010,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451011,,,,,,,,,,,,,,,,,,,FR3451011,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451012,,,,,,,,,,,,,,,,,,,FR3451012,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451013,,,,,,,,,,,,,,,,,,,FR3451013,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451014,,,,,,,,,,,,,,,,,,,FR3451014,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451015,,,,,,,,,,,,,,,,,,,FR3451015,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451016,,,,,,,,,,,,,,,,,,,FR3451016,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451017,,,,,,,,,,,,,,,,,,,FR3451017,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451018,,,,,,,,,,,,,,,,,,,FR3451018,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451019,,,,,,,,,,,,,,,,,,,FR3451019,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451020,,,,,,,,,,,,,,,,,,,FR3451020,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451021,,,,,,,,,,,,,,,,,,,FR3451021,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451022,,,,,,,,,,,,,,,,,,,FR3451022,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451023,,,,,,,,,,,,,,,,,,,FR3451023,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451024,,,,,,,,,,,,,,,,,,,FR3451024,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451025,,,,,,,,,,,,,,,,,,,FR3451025,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451026,,,,,,,,,,,,,,,,,,,FR3451026,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451027,,,,,,,,,,,,,,,,,,,FR3451027,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451028,,,,,,,,,,,,,,,,,,,FR3451028,Waterloo,,,,,,,,,,,,,,,,,,,
GWMC,FR3451029,,,,,,,,,,,,,,,,,,,FR3451029,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451030,,,,,,,,,,,,,,,,,,,FR3451030,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451031,,,,,,,,,,,,,,,,,,,FR3451031,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451032,,,,,,,,,,,,,,,,,,,FR3451032,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451033,,,,,,,,,,,,,,,,,,,FR3451033,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451034,,,,,,,,,,,,,,,,,,,FR3451034,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451035,,,,,,,,,,,,,,,,,,,FR3451035,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451036,,,,,,,,,,,,,,,,,,,FR3451036,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451037,,,,,,,,,,,,,,,,,,,FR3451037,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451038,,,,,,,,,,,,,,,,,,,FR3451038,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451039,,,,,,,,,,,,,,,,,,,FR3451039,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451040,,,,,,,,,,,,,,,,,,,FR3451040,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451041,,,,,,,,,,,,,,,,,,,FR3451041,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451042,,,,,,,,,,,,,,,,,,,FR3451042,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451043,,,,,,,,,,,,,,,,,,,FR3451043,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451044,,,,,,,,,,,,,,,,,,,FR3451044,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451045,,,,,,,,,,,,,,,,,,,FR3451045,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451046,,,,,,,,,,,,,,,,,,,FR3451046,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451047,,,,,,,,,,,,,,,,,,,FR3451047,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451048,,,,,,,,,,,,,,,,,,,FR3451048,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451049,,,,,,,,,,,,,,,,,,,FR3451049,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451050,,,,,,,,,,,,,,,,,,,FR3451050,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451051,,,,,,,,,,,,,,,,,,,FR3451051,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR3451052,,,,,,,,,,,,,,,,,,,FR3451052,Waterloo,,,,,,,,,,,,,,,,,,,
GWMC,FR3451053,,,,,,,,,,,,,,,,,,,FR3451053,London,,,,,,,,,,,,,,,,,,,
GWMC,FR3451054,,,,,,,,,,,,,,,,,,,FR3451054,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451055,,,,,,,,,,,,,,,,,,,FR3451055,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451056,,,,,,,,,,,,,,,,,,,FR3451056,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451057,,,,,,,,,,,,,,,,,,,FR3451057,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,FR3451058,,,,,,,,,,,,,,,,,,,FR3451058,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451059,,,,,,,,,,,,,,,,,,,FR3451059,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451060,,,,,,,,,,,,,,,,,,,FR3451060,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451061,,,,,,,,,,,,,,,,,,,FR3451061,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451062,,,,,,,,,,,,,,,,,,,FR3451062,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451063,,,,,,,,,,,,,,,,,,,FR3451063,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451064,,,,,,,,,,,,,,,,,,,FR3451064,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451065,,,,,,,,,,,,,,,,,,,FR3451065,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451066,,,,,,,,,,,,,,,,,,,FR3451066,Kingston,,,,,,,,,,,,,,,,,,,
GWMC,FR3451067,,,,,,,,,,,,,,,,,,,FR3451067,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451068,,,,,,,,,,,,,,,,,,,FR3451068,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451069,,,,,,,,,,,,,,,,,,,FR3451069,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451070,,,,,,,,,,,,,,,,,,,FR3451070,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451071,,,,,,,,,,,,,,,,,,,FR3451071,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451072,,,,,,,,,,,,,,,,,,,FR3451072,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451073,,,,,,,,,,,,,,,,,,,FR3451073,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451074,,,,,,,,,,,,,,,,,,,FR3451074,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451075,,,,,,,,,,,,,,,,,,,FR3451075,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451076,,,,,,,,,,,,,,,,,,,FR3451076,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451077,,,,,,,,,,,,,,,,,,,FR3451077,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451078,,,,,,,,,,,,,,,,,,,FR3451078,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451079,,,,,,,,,,,,,,,,,,,FR3451079,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451080,,,,,,,,,,,,,,,,,,,FR3451080,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451081,,,,,,,,,,,,,,,,,,,FR3451081,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451082,,,,,,,,,,,,,,,,,,,FR3451082,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451083,,,,,,,,,,,,,,,,,,,FR3451083,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451084,,,,,,,,,,,,,,,,,,,FR3451084,Kingston,,,,,,,,,,,,,,,,,,,
GWMC,FR3451085,,,,,,,,,,,,,,,,,,,FR3451085,Kitchener,,,,,,,,,,,,,,,,,,,
GWMC,FR3451086,,,,,,,,,,,,,,,,,,,FR3451086,Calgary,,,,,,,,,,,,,,,,,,,
GWMC,FR3451087,,,,,,,,,,,,,,,,,,,FR3451087,London,,,,,,,,,,,,,,,,,,,
GWMC,FR3451088,,,,,,,,,,,,,,,,,,,FR3451088,London,,,,,,,,,,,,,,,,,,,
GWMC,FR3451089,,,,,,,,,,,,,,,,,,,FR3451089,London,,,,,,,,,,,,,,,,,,,
GWMC,FR3451090,,,,,,,,,,,,,,,,,,,FR3451090,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451091,,,,,,,,,,,,,,,,,,,FR3451091,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451092,,,,,,,,,,,,,,,,,,,FR3451092,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451093,,,,,,,,,,,,,,,,,,,FR3451093,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451094,,,,,,,,,,,,,,,,,,,FR3451094,Vancouver,,,,,,,,,,,,,,,,,,,
GWMC,FR3451095,,,,,,,,,,,,,,,,,,,FR3451095,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451096,,,,,,,,,,,,,,,,,,,FR3451096,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451097,,,,,,,,,,,,,,,,,,,FR3451097,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451098,,,,,,,,,,,,,,,,,,,FR3451098,Ottawa,,,,,,,,,,,,,,,,,,,
GWMC,FR3451099,,,,,,,,,,,,,,,,,,,FR3451099,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451100,,,,,,,,,,,,,,,,,,,FR3451100,Red Deer,,,,,,,,,,,,,,,,,,,
GWMC,FR3451101,,,,,,,,,,,,,,,,,,,FR3451101,Edmonton,,,,,,,,,,,,,,,,,,,
GWMC,FR3451102,,,,,,,,,,,,,,,,,,,FR3451102,St. Catharines,,,,,,,,,,,,,,,,,,,
GWMC,FR3451103,,,,,,,,,,,,,,,,,,,FR3451103,Toronto,,,,,,,,,,,,,,,,,,,
GWMC,FR3451104,,,,,,,,,,,,,,,,,,,FR3451104,Vancouver,,,,,,,,,,,,,,,,,,,
