Promo Code,,,,,,,,,,,,,,,,,,,,Type,ActionType,Start Date,End Date,Months Until Benefit,BenefitDuration,Reusable/Stackable?,Short Name,UniqueCode?,MembershipId?,BenefitType,Rep EndDate,Promo Category,Invoice Message Code,Invoice Description,,,,Measurement,Max Redemption,Description
$150 Service Credit ($95+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,21-04-2021 00:00:00,31-12-2024 23:59:59,1,15,Reusable,$150 SERVICE CREDIT ($95+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 15 months,,,,AMOUNT,10,Get a $10/month credit for 15 months on select $95+ plans
$150 Service Credit ($70+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,21-04-2021 00:00:00,31-12-2024 23:59:59,1,15,Reusable,$150 SERVICE CREDIT ($70+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 15 months with HWU on select devices,,,,AMOUNT,10,$10 off/mo. x 15 monthswith HWU (select devices) on select $70+ plans
500 ILD Mins Promo for 12mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-04-2021 00:00:00,31-12-2024 23:59:59,0,12,Reusable,500 ILD MINS PROMO,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Usage and Add-on Promo,Get 500 ILD minutes to select countries on the Freedom Nationwide network,,,,AMOUNT,0,Get 500 ILD minutes to select countries on the Freedom Nationwide network 
$100 Service Credit ($90+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,13-05-2021 00:00:00,31-12-2024 23:59:59,1,10,No,$100 SERVICE CREDIT ($90+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months,,,,AMOUNT,10,Get a $10/month credit for 10 months on select $90+ plans
$100 Service Credit ($80+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,13-05-2021 00:00:00,31-12-2024 23:59:59,1,10,No,$100 SERVICE CREDIT ($80+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months,,,,AMOUNT,10,Get a $10/month credit for 10 months on select $80+ plans
$100 Service Credit ($95+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,13-05-2021 00:00:00,31-12-2024 23:59:59,1,10,No,$100 SERVICE CREDIT ($95+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months,,,,AMOUNT,10,Get a $10/month credit for 10 months on select $95+ plans
$0 MyTab Promotion ($65+ Plans),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,17-05-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($65+ PLANS),No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,20,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($70+ Plans),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,17-05-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($70+ PLANS),No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,20,Get select devices for $0 monthly tab on select plans
Promo Bonus 2GB Freedom Data,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-05-2021 00:00:00,01-05-2023 23:59:59,0,999,No,PROMO BONUS 2GB FREEDOM DATA,No,No,Data Policy,25-07-2024 23:59:59,Marketing,Additional Bonus Data,Get an extra 2GB per month of Freedom network data,,,,AMOUNT,2048,Get an extra 2GB per month of Freedom network data
FEP $15 Off x 24 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),17-05-2021 00:00:00,30-01-2023 23:59:59,1,24,Reusable,FEP $15 OFF X 24 MONTHS,Yes,No,Service,01-04-2023 23:59:59,Marketing,Rate Plan Discount Promo,$15/month off select plans x 24 months; starts 2nd bill,,,,AMOUNT,15,$15/month off select plans x 24 months; starts 2nd bill
$100 Service Credit ($70+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,26-05-2021 00:00:00,31-12-2024 23:59:59,0,10,Reusable,$100 SERVICE CREDIT ($70+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months with HWU on select devices,,,,AMOUNT,10,$10 off/mo. x 10 months with HWU (select devices) on select $70+ plans
1000 ILD Minutes x 24 mo. to 14 Destinations,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),31-05-2021 00:00:00,31-12-2024 23:59:59,0,24,No,1000 ILD MINUTES X 24 MO. TO 14 DESTINATIONS,No,No,Service,01-03-2025 23:59:59,Marketing,Usage and Add-on Promo,Get 1000 ILD min/mo for 24 mo to select countries on Freedom Nationwide,,,,AMOUNT,0,Get 1000 ILD min/mo for 24 mo to select countries on Freedom Nationwide
1000 ILD Minutes x 24 mo. to 14 Destinations HWU,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,01-06-2021 00:00:00,31-12-2024 23:59:59,0,24,No,1000 ILD HWU,No,No,Service,01-03-2025 23:59:59,Marketing,Usage and Add-on Promo,Get 1000 ILD min/mo for 24 mo to select countries on Freedom Nationwide,,,,AMOUNT,0,Get 1000 ILD min/mo for 24 mo to select countries on Freedom Nationwide
$0 MyTab Promotion ($80+ Plans) FE Series,,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,31-12-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($80+ PLANS) FE SERIES,No,No,Tab Monthly,01-03-2025 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,20,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($55+ Plans),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,31-12-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($55+ PLANS),No,No,Tab Monthly,01-03-2025 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,15,Get select devices for $0 monthly tab on select plans (Excl. $50/40GB plan)
$15 off for $80+ plans (Bring Your Own Device),,,,,,,,,,,,,,,,,,,,Manual,N/A,16-06-2021 00:00:00,31-12-2024 23:59:59,0,999,No,$15 OFF FOR $80+ PLANS (BRING YOUR OWN DEVICE),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get $15 off you plan on select plans with your own device,,,,AMOUNT,15,Get $15 off you plan on select plans with your own device
ILD 1000 Min/mo x 24mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),09-06-2021 00:00:00,16-08-2023 23:59:59,0,24,No,ILD 1000 MIN/MO X 24MO,Yes,No,Service,01-12-2023 23:59:59,Marketing,Usage and Add-on Promo,Get 1000 ILD minutes monthly for 24 months to select countries on the Freedom Nationwide network,,,,AMOUNT,0,Get 1000 ILD min/mo for 24 mo to select countries on Freedom Nationwide
$0 MyTab Promotion ($75+ Plans) iPhone 12,,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($75+ PLANS) IPHONE 12,No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,30,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($95+ Plans),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($95+ PLANS),No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,30,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($65+ Plans) FE Series,,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($65+ PLANS) FE SERIES,No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,20,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($80+ Plans) S21 Series,,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($80+ PLANS) S21 SERIES,No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,35,Get select devices for $0 monthly tab on select plans
$0 MyTab Promotion ($60+ Plans),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,25-03-2024 23:59:59,0,24,No,$0 MYTAB PROMOTION ($60+ PLANS),No,No,Tab Monthly,25-03-2024 23:59:59,Customer Base Offer,Monthly Tab Discount Promo,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,15,Get select devices for $0 monthly tab on select plans
$100 Service Credit ($75+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,16-06-2021 00:00:00,31-12-2024 23:59:59,1,10,Reusable,$100 SERVICE CREDIT ($75+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months,,,,AMOUNT,10,Get a $10/month credit for 10 months on select plans
FHI Connection Fee Promo,,,,,,,,,,,,,,,,,,,,Auto,Connection Fee,29-07-2021 00:00:00,17-10-2021 23:59:59,0,1,No,FHI CONNECTION FEE PROMO,No,No,Service,01-01-2022 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $35 for Connection Fee,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
15GB Bonus Freedom data for $60+ Plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,21-06-2021 00:00:00,25-07-2024 23:59:59,0,999,Reusable,15GB BONUS FREEDOM DATA FOR $60+ PLANS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,Get 15GB Freedom Data on $60+ Plans,,,,AMOUNT,15360,Get 15GB Freedom Data on $60+ Plans
FR1 50% Off x 24 Months,,,,,,,,,,,,,,,,,,,,Manual,N/A,22-07-2021 00:00:00,24-07-2024 23:59:59,1,24,No,FR1 50% OFF X 24 MONTHS,Yes,No,Service,29-08-2024 23:59:59,Marketing,Rate Plan Discount Promo,50%/month off select plans x 24 months; starts 2nd bill,,,,PERCENTAGE,100,50%/month off select plans x 24 months; starts 2nd bill
$60 AZ Promo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,22-07-2021 00:00:00,25-03-2024 23:59:59,0,1,No,AZ60,No,No,Tab Subsidy,25-03-2024 23:59:59,Customer Base Offer,MyTab Bonus,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,720,Get select devices for $0 monthly tab on select plans
$65 AZ Promo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,22-07-2021 00:00:00,25-03-2024 23:59:59,0,1,No,AZ65,No,No,Tab Subsidy,25-03-2024 23:59:59,Customer Base Offer,MyTab Bonus,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,960,Get select devices for $0 monthly tab on select plans
$80 AZ Promo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,22-07-2021 00:00:00,25-03-2024 23:59:59,0,1,No,AZ80,No,No,Tab Subsidy,25-03-2024 23:59:59,Customer Base Offer,MyTab Bonus,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,1320,Get select devices for $0 monthly tab on select plans
$95 AZ Promo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,22-07-2021 00:00:00,25-03-2024 23:59:59,0,1,No,AZ95,No,No,Tab Subsidy,25-03-2024 23:59:59,Customer Base Offer,MyTab Bonus,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,1152,Get select devices for $0 monthly tab on select plans
$55 AZ Promo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,13-07-2021 00:00:00,25-03-2024 23:59:59,0,1,No,AZ55,No,No,Tab Subsidy,25-03-2024 23:59:59,Customer Base Offer,MyTab Bonus,Get select devices for $0 monthly tab on select plans,,,,AMOUNT,528,Get select devices for $0 monthly tab on select plans (Excl. $50/40GB plan)
$20 off X 24 months for $80+ plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,13-07-2021 00:00:00,31-12-2024 23:59:59,0,24,No,$20 OFF X 24 MONTHS FOR $80+ PLANS,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get $20 off for 24mo on select plans,,,,AMOUNT,20,Get $20 off for 24mo on select plans
$15 off X 24 months for $65+ plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,13-07-2021 00:00:00,31-12-2024 23:59:59,0,24,No,$15 OFF X 24 MONTHS FOR $65+ PLANS,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get $15 off for 24mo on select plans,,,,AMOUNT,15,Get $15 off for 24mo on select plans
Hardware Upgrade HWU Connection Fee Offer,,,,,,,,,,,,,,,,,,,,Auto,Connection Fee HWU,09-07-2021 00:00:00,21-10-2021 23:59:59,0,1,No,HARDWARE UPGRADE HWU CONNECTION FEE OFFER,No,No,Service,01-01-2022 23:59:59,Customer Base Offer,Connection Fee Waiver,Hardware Connection Fee Waiver,,,,AMOUNT,35,Connection Fee (Upgrade) Waiver
Discount: $35 Connection Fee Waiver Postpaid,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,12-08-2021 00:00:00,17-10-2021 23:59:59,0,1,No,CF35POST,No,No,Service,01-01-2022 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $35 for Connection Fee,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
CF3 Connection Fee Promo,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,09-07-2021 00:00:00,19-10-2021 23:59:59,0,1,No,CF3 CONNECTION FEE PROMO,Yes,No,Service,01-01-2022 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $35 for Connection Fee,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
Connection Fee Online Offer - Postpaid,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,09-07-2021 00:00:00,17-10-2021 23:59:59,0,1,No,CF35WEB,No,No,Service,01-01-2022 23:59:59,Marketing,Connection Fee Waiver,Connection Fee (Activation) Waiver,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
HUP Connection Fee Offer,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,03-08-2021 00:00:00,21-10-2021 23:59:59,0,1,No,HUP CONNECTION FEE OFFER,Yes,No,Service,01-01-2022 23:59:59,Customer Base Offer,Connection Fee Waiver,One-time fee waiver of $35 for Connection Fee,,,,AMOUNT,35,One-time fee waiver of $35 for Connection Fee
Connection Fee Online Offer - Upgrades,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,06-08-2021 00:00:00,17-10-2021 23:59:59,0,1,No,CF35WEBU,No,No,Service,01-01-2022 23:59:59,Marketing,Connection Fee Waiver,Connection Fee (Upgrade) Waiver,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
15H $15 Off x 24 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),12-08-2021 00:00:00,24-07-2024 23:59:59,1,24,No,15H $15 OFF X 24 MONTHS,Yes,No,Service,01-10-2022 23:59:59,Marketing,Rate Plan Discount Promo,$15/month off select plans x 24 months; starts 2nd bill,,,,AMOUNT,15,$15/month off select plans x 24 months; starts 2nd bill
(BOGO) - Save $360 on 2nd eligible phone with select plans,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),16-06-2021 00:00:00,31-08-2021 23:59:59,1,24,No,(BOGO) SAVE $360 ON THE 2ND ELIGIBLE PHONE WITH SELECT PLANS,No,No,Service,01-11-2021 23:59:59,Marketing,Rate Plan Discount Promo,$15/mo. credit x 24 mo. with second eligible phone (credits start on 2nd bill),,,,AMOUNT,15,$15/mo. credit x 24 mo. with second eligible phone (credits start on 2nd bill)
Discount: $35 Connection Fee Waiver Upgrades,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,16-08-2021 00:00:00,17-10-2021 23:59:59,0,1,No,CF35HWU,No,No,Service,01-01-2022 23:59:59,Customer Base Offer,Connection Fee Waiver,Connection Fee (Upgrade) Waiver,,,,AMOUNT,35,One time fee waiver of $35 for Connection Fee
CF4 Connection Fee Promo,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,13-07-2021 00:00:00,31-12-2024 23:59:59,0,1,No,CF4 CONNECTION FEE PROMO,Yes,No,Service,01-03-2025 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $10 for Connection Fee,,,,AMOUNT,10,One time fee waiver of $10 for Connection Fee
$10 prepaid migration credit,,,,,,,,,,,,,,,,,,,,Auto,New Line (New or Existing),13-07-2021 00:00:00,31-12-2024 23:59:59,0,1,No,$10 PREPAID MIGRATION CREDIT,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$10 credit for a month on Talk + Text only for 3 months,,,,AMOUNT,12.85,$10 credit for a month on Talk + Text only for 3 months
$100 Service Credit ($10x10 mos.) w/AAL on $40+MRC,,,,,,,,,,,,,,,,,,,,Manual,N/A,31-08-2021 00:00:00,31-12-2024 23:59:59,0,10,Reusable,$100 SERVICE CREDIT ($10X10 MOS.) W/AAL ON $40+MRC,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months,,,,AMOUNT,10,Get a $10/month credit for 10 months on select $40+ plan  (Excl. $50/40GB plan)
3GB Bonus Freedom data for $30+ Plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,31-08-2021 00:00:00,25-07-2024 23:59:59,0,999,No,3GB BONUS FREEDOM DATA FOR $30+ PLANS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,Get 3GB Freedom Data on Select Plans,,,,AMOUNT,3072,Get 3GB Freedom Data on Select Plans
2GB Bonus Freedom Data,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),16-09-2021 00:00:00,25-07-2024 23:59:59,0,999,No,2GB BONUS FREEDOM DATA,Yes,No,Data Policy,25-07-2024 23:59:59,Marketing,Additional Bonus Data,Get an extra 2GB of Fast LTE Freedom Network data per mo. with select rate plans,,,,AMOUNT,2048,Get an extra 2GB of Fast LTE Freedom Network data per mo. with select rate plans
6GB Bonus Freedom Data for Tablet Plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,16-09-2021 00:00:00,25-07-2024 23:59:59,0,999,No,6GB BONUS FREEDOM DATA FOR TABLET PLANS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,Get an extra 6GB of Freedom Network data with select rate plans,,,,AMOUNT,6144,Get an extra 6GB of Freedom Network data with select Tablet plans
$20 off for $80+ plans,,,,,,,,,,,,,,,,,,,,Manual,N/A,29-09-2021 00:00:00,31-12-2024 23:59:59,0,999,No,$20 OFF FOR $80+ PLANS,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get $20 off on select plans,,,,AMOUNT,20,Get $20 off on select plans
BPO $10 off for 15mo,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,29-09-2021 00:00:00,31-12-2024 23:59:59,0,15,Reusable,BPO $10 OFF FOR 15MO,Yes,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$10/month off select plans x 15 months with HWU on select devices ,,,,AMOUNT,10,$10/month off select plans x 15 months on eligible devices 
Connection Fee Online Promo - Upgrades,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,29-09-2021 00:00:00,31-12-2024 23:59:59,0,1,No,CF45WEBU,No,No,Service,01-03-2025 23:59:59,Marketing,Connection Fee Waiver,Connection Fee (Upgrade) Waiver,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
Discount: $45 Connection Fee Waiver Upgrades,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,29-09-2021 00:00:00,31-12-2024 23:59:59,0,1,Reusable,CF45HWU,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Connection Fee Waiver,Connection Fee (Upgrade) Waiver,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
Freedom Home Internet Connection Fee Offer,,,,,,,,,,,,,,,,,,,,Auto,Connection Fee,28-09-2021 00:00:00,31-12-2024 23:59:59,0,1,No,FREEDOM HOME INTERNET CONNECTION FEE OFFER,No,No,Service,01-03-2025 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $45 for Connection Fee,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
Connection Fee Online Promo - Postpaid,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,28-09-2021 00:00:00,31-12-2024 23:59:59,0,1,No,CF45WEB,No,No,Service,01-03-2025 23:59:59,Marketing,Connection Fee Waiver,Connection Fee (Activation) Waiver,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
HUP Connection Fee Disc,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee HWU,28-09-2021 00:00:00,31-12-2024 23:59:59,0,1,Reusable,HUP CONNECTION FEE DISC,Yes,No,Service,01-03-2025 23:59:59,Customer Base Offer,Connection Fee Waiver,One-time fee waiver of $45 for Connection Fee,,,,AMOUNT,45,One-time fee waiver of $45 for Connection Fee
Discount: $45 Connection Fee Waiver Postpaid,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,28-09-2021 00:00:00,02-01-2024 23:59:59,0,1,No,CF45POST,No,No,Service,01-04-2024 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $45 for Connection Fee,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
CF5 Connection Fee Promo,,,,,,,,,,,,,,,,,,,,Manual,Connection Fee,28-09-2021 00:00:00,31-12-2024 23:59:59,0,1,No,CF5 CONNECTION FEE PROMO,Yes,No,Service,01-03-2025 23:59:59,Marketing,Connection Fee Waiver,One time fee waiver of $45 for Connection Fee,,,,AMOUNT,45,One time fee waiver of $45 for Connection Fee
Hardware Upgrade HWU Connection Fee Discount,,,,,,,,,,,,,,,,,,,,Auto,Connection Fee HWU,28-09-2021 00:00:00,31-12-2024 23:59:59,0,1,Reusable,HARDWARE UPGRADE HWU CONNECTION FEE DISCOUNT,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Connection Fee Waiver,Hardware Connection Fee Waiver,,,,AMOUNT,45,Connection Fee (Upgrade) Waiver
5C2 $5 Off x 12 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-10-2021 00:00:00,24-07-2024 23:59:59,1,12,No,5C2 $5 OFF X 12 MONTHS,Yes,No,Service,01-05-2022 23:59:59,Marketing,Rate Plan Discount Promo,$5/month off select plans x 12 months; starts 2nd bill,,,,AMOUNT,5,$5/month off select plans x 12 months; starts 2nd bill
Samsung Phone + Tablet with MyTab $90 Service Credit Offer,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),19-11-2021 00:00:00,08-01-2024 23:59:59,1,6,No,SAMSUNG PHONE + TABLET WITH MYTAB $90 SERVICE CREDIT OFFER,No,No,Service,01-04-2024 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/month x 6 months off select tablet plans; credits start on 2nd bill,,,,AMOUNT,15,Get $15/month x 6 months off select tablet plans; credits start on 2nd bill
Samsung Phone + Tablet with MyTab $90 Service Credit - HWU,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,19-11-2021 00:00:00,08-01-2024 23:59:59,1,6,Reusable,SAMSUNG + TABLET 90 HWU,No,No,Service,01-04-2024 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/month x 6 months off select tablet plans; credits start on 2nd bill,,,,AMOUNT,15,Get $15/month x 6 months off select tablet plans; credits start on 2nd bill
Freedom 1TB LTE Backup Promo,,,,,,,,,,,,,,,,,,,,Auto,New Line (New or Existing),20-10-2021 00:00:00,31-12-2022 23:59:59,0,1,No,FREEDOM 1TB LTE BACKUP PROMO,No,No,Data Policy,01-03-2023 23:59:59,Care,Additional Bonus Data,Get 1TB Freedom Data for 30 Days,,,,AMOUNT,1048576,Get 1TB Freedom Data for 30 Days
$10 off for 24 months for $55+ plans (Bring Your Own Device),,,,,,,,,,,,,,,,,,,,Manual,N/A,08-11-2021 00:00:00,08-11-2021 23:59:59,0,24,No,LYT240,No,No,Service,08-11-2021 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$10/month off select plans x 24 months,,,,AMOUNT,10,$10/month off select plans x 24 months (Excl. $50/40GB plan)
$15 off for 24 months for $55+ plans (Bring Your Own Device),,,,,,,,,,,,,,,,,,,,Manual,N/A,19-11-2021 00:00:00,31-12-2024 23:59:59,0,24,No,LYT360,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$15/month off select plans x 24 months,,,,AMOUNT,15,$15/month off select plans x 24 months (Excl. $50/40GB plan)
SMS Email Add-A-Line Campaign $10 Off,,,,,,,,,,,,,,,,,,,,Manual,N/A,15-11-2021 00:00:00,15-12-2021 23:59:59,0,999,No,AAL10,No,No,Service,01-03-2022 23:59:59,Marketing,Rate Plan Discount Promo,"$10/mo. off select plans (additional lines, must have received an SMS or email)",,,,AMOUNT,10,"$10/mo. off select plans (additional lines, must have received an SMS or email)"
Bring Your Own Phone $150 Postpaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),17-11-2021 00:00:00,12-12-2022 23:59:59,1,15,No,BRING YOUR OWN PHONE $150 POSTPAID,No,No,Service,01-03-2023 23:59:59,Marketing,Bring Your Own Phone Promo,Get $10/mo. off your monthly rate plan for 15 months(credits start on 2nd bill),,,,AMOUNT,10,Get $10/mo. off your monthly rate plan for 15 months(credits start on 2nd bill)
$150 Service Credit Offer - with MyTab,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),17-11-2021 00:00:00,02-10-2023 23:59:59,1,15,No,$150 SERVICE CREDIT OFFER - WITH MYTAB,No,No,Service,31-03-2024 23:59:59,Marketing,Rate Plan Discount Promo,$10/month credit x 15 mo with select phones and plans(credits start on 2nd bill),,,,AMOUNT,10,$10/month credit x 15 mo with select phones and plans(credits start on 2nd bill)
$150 Service Credit Offer - HWU,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,17-11-2021 00:00:00,02-10-2023 23:59:59,1,15,No,150 SC HWU,No,No,Service,31-03-2024 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$10/month credit x 15 mo with select phones and plans(credits start on 2nd bill),,,,AMOUNT,10,$10/month credit x 15 mo with select phones and plans(credits start on 2nd bill)
BYOP $15 off for 24mo,,,,,,,,,,,,,,,,,,,,Manual,N/A,19-11-2021 00:00:00,31-12-2024 23:59:59,0,24,Reusable,BYOP $15 OFF FOR 24MO,Yes,No,Service,01-03-2025 23:59:59,Customer Base Offer,Bring Your Own Device Promo,$15 off for 24 months for $55+ Plans on Bring Your Own Device,,,,AMOUNT,15,$15 off for 24 months for $55+ Plans on Bring Your Own Device
