Promo Code,,,,,,,,,,,,,,,,,,,,Type,ActionType,Start Date,End Date,Months Until Benefit,BenefitDuration,Reusable/Stackable?,Short Name,UniqueCode?,MembershipId?,BenefitType,Rep EndDate,Promo Category,Invoice Message Code,Invoice Description,,,,Measurement,Max Redemption,Description
$120 in Service Credits ($10 x 12 mo) -Pay Before $50+ plans,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),17-12-2018 00:00:00,17-12-2018 23:59:59,1,12,No,$120 SERVICE CREDIT PAY BEFORE $50+ PLANS,No,No,Service,17-12-2018 23:59:59,Marketing,Rate Plan Discount Promo,Get $10/mo off your monthly rate plan for 12 months (credits start in 2nd month),,,,AMOUNT,10,Get $10/mo off your monthly rate plan for 12 months (credits start in 2nd month)
$600 Credit Port-in Offer ($25 x 24 mo.),,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),19-12-2018 00:00:00,19-12-2018 23:59:59,0,24,No,$600 CREDIT PORT-IN OFFER ($25 X 24 MO.),No,No,Service,19-12-2018 23:59:59,Marketing,MyTab Bonus,Get $25/month credit for 24 months with MyTab and select monthly rate plans,,,,AMOUNT,25,Get $25/month credit for 24 months with MyTab and select monthly rate plans
Loyalty Credit $10 for 12 months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),19-09-2018 00:00:00,20-12-2023 23:59:59,0,12,Reusable,LOYALTY CREDIT $10 FOR 12 MONTHS,No,No,Service,20-12-2023 23:59:59,Loyalty,Rate Plan Discount Promo,Discount: $10/mo. for 12 months,,,,AMOUNT,10,$120 ($10 x 12 months)
15% Off $60+ Plans x 6 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,31-03-2019 23:59:59,0,6,No,15% OFF $60+ PLANS X 6 MONTHS,No,No,Service,31-12-2019 23:59:59,Marketing,Rate Plan Discount Promo,"Introductory offer, 15% off your $60+ monthly rate plan for 6 months",,,,PERCENTAGE,100,"Introductory offer, get 15% off your $60+ monthly rate plan for 6 months"
25% Off $60+ Plans x 6 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,10-06-2019 23:59:59,0,6,No,25% OFF $60+ PLANS X 6 MONTHS,No,No,Service,25-07-2019 23:59:59,Marketing,Rate Plan Discount Promo,"Introductory offer, get 25% off your $60+ monthly rate plan for 6 months",,,,PERCENTAGE,100,"Introductory offer, get 25% off your $60+ monthly rate plan for 6 months"
50% Off $60+ Plans x 6 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,25-07-2019 23:59:59,0,6,No,50% OFF $60+ PLANS X 6 MONTHS,No,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,"Introductory offer, 50% off your $60+ monthly rate plan for 6 months",,,,PERCENTAGE,100,"Introductory offer, get 50% off your $60+ monthly rate plan for 6 months"
NM Bring Your Own Phone Customer,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,31-12-2021 23:59:59,0,1,No,NM BRING YOUR OWN PHONE CUSTOMER,No,No,Service,01-03-2022 23:59:59,Marketing,,I understand the capabilities and limitations of my phone,,,,NO DISCOUNT,0,I understand the capabilities and limitations of my phone
Bring Your Own Phone $60 Pay After ($40+ plans),,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,03-04-2019 23:59:59,1,12,No,BRING YOUR OWN PHONE $60 PAY AFTER ($40+ PLANS),No,No,Service,18-05-2019 23:59:59,Marketing,Bring Your Own Phone Promo,Get $5/mo. off your monthly rate plan for 12 months (credits start on 2nd bill),,,,AMOUNT,5,Get $5/mo. off your monthly rate plan for 12 months (credits start on 2nd bill)
Bring Your Own Phone $60 Pay Before ($40+ plans),,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),08-02-2019 00:00:00,03-04-2019 23:59:59,1,12,No,BRING YOUR OWN PHONE $60 PAY BEFORE ($40+ PLANS),No,No,Service,18-05-2019 23:59:59,Marketing,Bring Your Own Phone Promo,Get $5/mo. off your monthly rate plan for 12 months (credits start in 2nd month),,,,AMOUNT,5,Get $5/mo. off your monthly rate plan for 12 months (credits start in 2nd month)
15T 15% off $60+ x 12mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),01-03-2019 00:00:00,25-07-2019 23:59:59,0,12,No,15T 15% OFF $60+ X 12MO,Yes,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,15% off monthly rate plan for 12 months ,,,,PERCENTAGE,100,Get 15% off your monthly rate plan for 12 months
25T 25% off $60+ x 12mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),14-06-2019 00:00:00,25-07-2019 23:59:59,0,12,No,25T 25% OFF $60+ X 12MO,Yes,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,25% off your monthly rate plan for 12 months,,,,PERCENTAGE,100,Get 25% off your monthly rate plan for 12 months
$5 One Time Activation Credit,,,,,,,,,,,,,,,,,,,,Auto,New Line (New or Existing),04-04-2019 00:00:00,07-08-2019 23:59:59,0,1,No,$5 ONE TIME ACTIVATION CREDIT,No,No,Service,30-08-2019 23:59:59,Marketing,Rate Plan Discount Promo,$5 one time service credit automatic addition prepaid,,,,AMOUNT,5,Get a $5 one time service credit automatic addition prepaid
10B $10 off Promo 60 8GB,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),24-04-2019 00:00:00,24-07-2024 23:59:59,0,999,No,10B $10 OFF PROMO EVERYWHERE 60 8GB,Yes,No,Service,30-07-2019 23:59:59,Marketing,Rate Plan Discount Promo,Get $10/mo. off your $60 monthly rate plan,,,,AMOUNT,10,Get $10/mo. off your $60 monthly rate plan
Freedom Prepaid 2nd Month for $0,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-04-2019 00:00:00,24-01-2020 23:59:59,0,1,No,FREEDOM PREPAID 2ND MONTH FOR $0,No,No,Service,21-06-2019 23:59:59,Marketing,,100% off 2nd month of Freedom Prepaid rate plan ($0 with digital discount),,,,NO DISCOUNT,0,100% off 2nd month of Freedom Prepaid rate plan ($0 with digital discount)
Bring Your Own Phone $60 Postpaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),04-06-2019 00:00:00,05-10-2020 23:59:59,1,12,No,BRING YOUR OWN PHONE $60 POSTPAID,No,No,Service,05-10-2020 23:59:59,Marketing,Bring Your Own Phone Promo,$5/mo. off your monthly rate plan for 12 months(credits start on 2nd bill),,,,AMOUNT,5,Get $5/mo. off your monthly rate plan for 12 months(credits start on 2nd bill)
Bring Your Own Phone $60 Prepaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),19-09-2018 00:00:00,03-04-2023 23:59:59,1,12,No,BRING YOUR OWN PHONE $60 PREPAID,No,No,Service,01-07-2023 23:59:59,Marketing,Bring Your Own Phone Promo,$5/mo. off your monthly rate plan for 12 months(credits start in 2nd month),,,,AMOUNT,5,Get $5/mo. off your monthly rate plan for 12 months(credits start in 2nd month)
Bring Your Own Phone $120 Postpaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),04-06-2019 00:00:00,07-03-2023 23:59:59,1,12,No,BRING YOUR OWN PHONE $120 POSTPAID,No,No,Service,01-06-2023 23:59:59,Marketing,Bring Your Own Phone Promo,$10/mo. off your monthly rate plan for 12 months(credits start on 2nd bill),,,,AMOUNT,10,Get $10/mo. off your monthly rate plan for 12 months(credits start on 2nd bill)
Bring Your Own Phone $120 Prepaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),22-09-2019 00:00:00,06-03-2023 23:59:59,1,12,No,BRING YOUR OWN PHONE $120 PREPAID,No,No,Service,01-06-2023 23:59:59,Marketing,Bring Your Own Phone Promo,$10/mo. off your monthly rate plan for 12 months(credits start in 2nd month),,,,AMOUNT,10,Get $10/mo. off your monthly rate plan for 12 months(credits start in 2nd month)
Bring Your Own Phone $180 Postpaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),26-04-2019 00:00:00,05-10-2020 23:59:59,1,12,No,BRING YOUR OWN PHONE $180 POSTPAID,No,No,Service,05-10-2020 23:59:59,Marketing,Bring Your Own Phone Promo,$15/mo. off monthly rate plan for 12 months (credits start on 2nd bill),,,,AMOUNT,15,Get $15/mo. off your monthly rate plan for 12 months(credits start on 2nd bill)
Bring Your Own Phone $180 Prepaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),26-04-2019 00:00:00,29-07-2019 23:59:59,1,12,No,BRING YOUR OWN PHONE $180 PREPAID,No,No,Service,29-09-2019 23:59:59,Marketing,Bring Your Own Phone Promo,$15/mo. off monthly rate plan for 12 months (credits start in 2nd month),,,,AMOUNT,15,Get $15/mo. off your monthly rate plan for 12 months(credits start in 2nd month)
Switch To Freedom Promo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-05-2019 00:00:00,25-07-2019 23:59:59,1,24,No,SWITCH TO FREEDOM PROMO,Yes,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,Switch To Freedom: 15GB plus talk and text for $50.25/mo. for 24 mo.,,,,AMOUNT,29.75,Switch To Freedom: 15GB plus talk and text for $50.25/mo. for 24 mo.
CBM 25% off $40+ x 12mo,,,,,,,,,,,,,,,,,,,,Manual,N/A,22-09-2019 00:00:00,31-12-2024 23:59:59,0,12,No,CBM 25% OFF $40+ X 12MO,Yes,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get 25% off your monthly rate plan for 12 months,,,,PERCENTAGE,100,Get 25% off your monthly rate plan for 12 months
Visual Voicemail free for the 1st month,,,,,,,,,,,,,,,,,,,,Auto,AddOn Activation,15-05-2019 00:00:00,31-12-2024 23:59:59,0,2,No,VVM_TRIAL,No,No,Service,01-03-2025 23:59:59,Marketing,Usage and Add-on Promo,$4 off first month of Visual Voicemail,,,,AMOUNT,4,Get $4 off on Visual Voicemail addon for the first month.
Visual Voicemail free for 1st month,,,,,,,,,,,,,,,,,,,,Manual,AddOn Activation,01-05-2019 00:00:00,31-12-2024 23:59:59,0,2,No,VVM_1MONTH_FREE,No,No,Service,01-03-2025 23:59:59,Marketing,Usage and Add-on Promo,Get $4 off on Visual Voicemail addon for the first month.,,,,AMOUNT,4,Get $4 off on Visual Voicemail addon for the first month.
Early Upgrade 100% MyTab Balance Waive,,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,27-05-2019 00:00:00,30-12-9999 23:59:59,0,1,Reusable,EARLY UPGRADE 100% MYTAB BALANCE WAIVE,No,No,Tab Waive,30-12-9999 23:59:59,Customer Base Offer,Early Upgrade 100% MyTab Balance Waive,Early Upgrade: waived remaining MyTab Balance,,,,PERCENTAGE,100,Get 100% of MyTab Balance waived
$60 MyTab Bonus Savings,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,27-05-2019 00:00:00,31-12-2024 23:59:59,0,1,No,$60 MYTAB BONUS SAVINGS,No,No,Tab Subsidy,01-03-2025 23:59:59,Customer Base Offer,$60 MyTab Bonus Savings,Up to $2.50 off MyTab Charge/mo. x 24 months ($60 MyTab Bonus Savings),,,,AMOUNT,60,Get up to $2.50 off MyTab Charge/mo. x 24 mo. ($60 MyTab Bonus)(Excl. $50/40GB)
$120 MyTab Bonus Savings,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,27-05-2019 00:00:00,31-12-2024 23:59:59,0,1,No,$120 MYTAB BONUS SAVINGS,No,No,Tab Subsidy,01-03-2025 23:59:59,Customer Base Offer,$120 MyTab Bonus Savings,Up to $5 off MyTab Charge/mo. x 24 months ($120 MyTab Bonus Savings),,,,AMOUNT,120,Get up to $5 off MyTab Charge/mo. x 24 months ($120 MyTab Bonus Savings)
Event 25% off $60+ x 24mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),26-06-2019 00:00:00,25-07-2019 23:59:59,0,24,No,EVENT 25% OFF $60+ X 24MO,Yes,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,25% off your monthly rate plan for 24 months,,,,PERCENTAGE,100,Get 25% off your monthly rate plan for 24 months
Trial 25% off $60+ x 24mo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),02-07-2019 00:00:00,02-07-2019 23:59:59,0,24,No,TRIAL 25% OFF $60+ X 24MO,Yes,No,Service,02-07-2019 23:59:59,Marketing,Rate Plan Discount Promo,Get 25% off your monthly rate plan for 24 months when on $60+ plan,,,,PERCENTAGE,100,Get 25% off your monthly rate plan for 24 months when on $60+ plan
$15 off x 6mo $60+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,08-12-2020 23:59:59,1,6,No,$15 OFF X 6MO $60+,No,No,Service,01-02-2021 23:59:59,Marketing,Rate Plan Discount Promo,$15 off your monthly rate plan for 6 months (credits start on 2nd bill),,,,AMOUNT,15,Get $15 off your monthly rate plan for 6 months (credits start on 2nd bill)
15A $15 off x 12mo $60+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,24-07-2024 23:59:59,1,12,No,15A $15 OFF X 12MO $60+,Yes,No,Service,01-02-2023 23:59:59,Marketing,Rate Plan Discount Promo,,,,,AMOUNT,15,Get $15 off your monthly rate plan for 12 months (credits start on 2nd bill)
15B $15 off x 24mo $60+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,24-07-2024 23:59:59,1,24,No,15B $15 OFF X 24MO $60+,Yes,No,Service,01-10-2023 23:59:59,Marketing,Rate Plan Discount Promo,$15 off your monthly rate plan for 24 months (credits start on 2nd bill),,,,AMOUNT,15,Get $15 off your monthly rate plan for 24 months (credits start on 2nd bill)
FFM $15 off $60+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,26-09-2019 23:59:59,0,999,No,FFM $15 OFF $60+,Yes,No,Service,31-12-2019 23:59:59,Marketing,Rate Plan Discount Promo,$15 Rate Plan Discount (Friends and Family Promotion),,,,AMOUNT,15,Get $15 off your monthly rate plan (credits start on 1st bill)
10A $10 off x 12mo $60+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,28-02-2022 23:59:59,1,12,No,10A $10 OFF X 12MO $60+,Yes,No,Service,01-05-2022 23:59:59,Marketing,Rate Plan Discount Promo,$10 off your monthly rate plan for 12mo (credits start on 2nd bill),,,,AMOUNT,10,Get $10 off your monthly rate plan for 12mo (credits start on 2nd bill)
CBM FNF $15 Off $60+ Plans+,,,,,,,,,,,,,,,,,,,,Auto,RP Change,25-07-2019 00:00:00,31-12-2024 23:59:59,0,999,No,CBM FNF $15 OFF $60+ PLANS+,No,No,Service,29-08-2024 23:59:59,Customer Base Offer,Rate Plan Discount Promo,$15 Rate Plan Discount (Friends and Family Promotion),,,,AMOUNT,15,Get $15 off your monthly rate plan (credits start on 1st bill)
EPP $15 off $60+,,,,,,,,,,,,,,,,,,,,Manual,N/A,28-08-2019 00:00:00,22-07-2021 23:59:59,0,999,No,EPP $15 OFF $60+,Yes,No,Service,01-10-2021 23:59:59,Marketing,Rate Plan Discount Promo,$15 Rate Plan Discount ,,,,AMOUNT,15,Get $15 off your monthly rate plan (credits start on 1st bill)
Prepaid 1.5GB 2nd month for $0,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),03-09-2019 00:00:00,02-12-2019 23:59:59,1,1,No,PREPAID 1.5GB 2ND MONTH FOR $0,No,No,Service,31-12-2019 23:59:59,Marketing,Rate Plan Discount Promo,2nd month of prepaid 1.5GB rate plan for $0 with digital discount,,,,AMOUNT,24,2nd month of prepaid 1.5GB rate plan for $0 with digital discount
$480 Credit Port-in Offer ($20 x 24 mo.),,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),28-08-2019 00:00:00,11-05-2021 23:59:59,1,24,No,$480 CREDIT PORT-IN OFFER ($20 X 24 MO.),No,No,Service,01-08-2021 23:59:59,Marketing,Rate Plan Discount Promo,Get a $20/month credit for 24 months with eligible port-in on select plans,,,,AMOUNT,20,Get a $20/month credit for 24 months with eligible port-in on select plans
1000 ILD Minutes Promo,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),28-08-2019 00:00:00,07-10-2019 23:59:59,0,24,No,1000 ILD MINUTES PROMO,No,No,Service,31-12-2019 23:59:59,Marketing,Usage and Add-on Promo,Get 1000 ILD minutes to select countries on the Freedom Nationwide network,,,,AMOUNT,0,Get 1000 ILD minutes to select countries on the Freedom Nationwide network
$10 x 12 months service credit ($120 savings),,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),25-07-2019 00:00:00,31-12-2024 23:59:59,1,12,Reusable,$10 X 12 MONTHS SERVICE CREDIT ($120 SAVINGS),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Get a $10/month credit for 12 months with select monthly rate plans,,,,AMOUNT,10,Get a $10/month credit for 12 months with select monthly rate plans
BPO $60 MyTab Savings,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,27-05-2019 00:00:00,31-12-2024 23:59:59,0,1,Reusable,BPO60,No,No,Tab Subsidy,01-03-2025 23:59:59,Customer Base Offer,,,,,,AMOUNT,60,Get $60 of Bonus Savings when starting new MyTab with a $50 or higher rate plan
BPO $120 MyTab Savings,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,27-05-2019 00:00:00,31-12-2024 23:59:59,0,1,Reusable,BPO120,No,No,Tab Subsidy,01-03-2025 23:59:59,Customer Base Offer,,,,,,AMOUNT,120,Get $120 of Bonus Savings when starting new MyTab with $60 or higher rate plan
$120 Service Credit Offer - with MyTab,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),22-09-2019 00:00:00,18-12-2021 23:59:59,1,12,No,$120 SERVICE CREDIT OFFER - WITH MYTAB,No,No,Service,01-03-2022 23:59:59,Marketing,Rate Plan Discount Promo,$10/month credit x 12 mo with select phones and plans(credits start on 2nd bill),,,,AMOUNT,10,$10/month credit x 12 mo with select phones and plans(credits start on 2nd bill)
$120 Service Credit - HWU,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,22-09-2019 00:00:00,18-12-2021 23:59:59,1,12,No,120 SC HWU,No,No,Service,01-03-2022 23:59:59,Marketing,Rate Plan Discount Promo,$10/month credit x 12 mo with select phones and plans(credits start on 2nd bill),,,,AMOUNT,10,$10/month credit x 12 mo with select phones and plans(credits start on 2nd bill)
Bring Your Own Phone $360 Postpaid,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),26-09-2019 00:00:00,29-11-2023 23:59:59,1,24,No,BRING YOUR OWN PHONE $360 POSTPAID,No,No,Service,01-02-2024 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/mo. off your monthly rate plan for 24 months (credits start on 2nd bill),,,,AMOUNT,15,Get $15/mo. off your monthly rate plan for 24 months (credits start on 2nd bill)
CBM $10 for 15 months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),23-09-2019 00:00:00,31-12-2024 23:59:59,0,15,Reusable,CBM $10 FOR 15 MONTHS,No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Discount: $10 x 15 months service credit ($150 savings),,,,AMOUNT,10,Get a $10/month credit for 15 months
10G $10 off x 24mo $25+,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),30-09-2019 00:00:00,24-07-2024 23:59:59,1,24,No,10G $10 OFF X 24MO $25+,No,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,$10/month credit for 24 months with select phones on select monthly rate plans,,,,AMOUNT,10,$10/month credit for 24 months with select phones on select monthly rate plans
Info Only: Eligible for MyTab Rollover ($50+ plan required),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,23-09-2019 00:00:00,31-12-2024 23:59:59,0,1,Reusable,INFO ONLY: ELIGIBLE FOR MYTAB ROLLOVER ($50+ PLAN REQUIRED),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,,,,,,AMOUNT,0,Info for Store Agents only:Eligible for MyTab Rollover
25GB Big Binge Bonus Data,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),04-10-2019 00:00:00,05-12-2022 23:59:59,0,999,No,25GB BIG BINGE BONUS DATA,No,No,Data Policy,25-07-2024 23:59:59,Marketing,25GB Big Binge Bonus Data,Get 25GB of Fast LTE Freedom Data to use above your monthly plan data amount,,,,AMOUNT,25,Get 25GB of Fast LTE Freedom Data to use above your monthly plan data amount
10GB Big Binge Bonus Data,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),04-10-2019 00:00:00,11-07-2022 23:59:59,0,999,No,10GB BIG BINGE BONUS DATA,No,No,Data Policy,25-07-2024 23:59:59,Marketing,10GB Big Binge Bonus Data,Get 10GB of Fast LTE Freedom Data to use above your monthly plan data amount,,,,AMOUNT,10,Get 10GB of Fast LTE Freedom Data to use above your monthly plan data amount
Friends and Family $15,,,,,,,,,,,,,,,,,,,,Manual,N/A,23-09-2019 00:00:00,31-12-2024 23:59:59,0,999,No,FRIENDS AND FAMILY $15,Yes,No,Service,29-08-2024 23:59:59,Marketing,Friends & Family Promo,$15 Rate Plan Discount (Friends and Family Promotion),,,,AMOUNT,15,Get $15 off your monthly rate plan (credits start on 1st bill)
50B 50GB Big Binge Bonus,,,,,,,,,,,,,,,,,,,,Manual,N/A,21-10-2019 00:00:00,24-05-2023 23:59:59,0,999,No,50B 50GB BIG BINGE BONUS,Yes,No,Data Policy,25-07-2024 23:59:59,Marketing,50B 50GB Big Binge Bonus,Get 50GB of Fast LTE Freedom Data to use above your monthly plan data amount,,,,AMOUNT,50,Get 50GB of Fast LTE Freedom Data to use above your monthly plan data amount
$100 Service Credit ($50+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,23-09-2019 00:00:00,31-12-2024 23:59:59,0,10,Reusable,$100 SERVICE CREDIT ($50+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 10 months with HWU on select devices,,,,AMOUNT,10,$10 off/mo x 10 mo. with HWU (select devices) on $50-59 plans 
$150 Service Credit ($60+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,23-09-2019 00:00:00,31-12-2024 23:59:59,0,15,Reusable,$150 SERVICE CREDIT ($60+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 15 months with HWU on select devices,,,,AMOUNT,10,$10 off/mo. x 15 months with a HWU on $60+ plans on select devices
$180 Service Credit ($60+),,,,,,,,,,,,,,,,,,,,Auto,Hardware Upgrade,23-09-2019 00:00:00,31-12-2024 23:59:59,1,18,Reusable,$180 SERVICE CREDIT ($60+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $10 off/mo. x 18 months,,,,AMOUNT,10,Get up to $10 off/mo. x 18 months ($180 Savings)
$50 Service Credit ($50+),,,,,,,,,,,,,,,,,,,,Auto,RP Change,23-09-2019 00:00:00,31-12-2024 23:59:59,1,10,Reusable,$50 SERVICE CREDIT ($50+),No,No,Service,01-03-2025 23:59:59,Customer Base Offer,Rate Plan Discount Promo,Credit: $5 off/mo. x 10 months with HWU on select devices,,,,AMOUNT,5,$5 off/mo. x 10 mo. with HWU (select devices) on $50+ plans 
500 ILD Minutes to India per Month for 6 Months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),15-10-2019 00:00:00,02-11-2022 23:59:59,0,6,No,500 ILD MINUTES TO INDIA PER MONTH FOR 6 MONTHS,No,No,Service,01-02-2023 23:59:59,Marketing,Usage and Add-on Promo,500 ILD Minutes to India per Month for 6 Months,,,,AMOUNT,0,500 ILD Minutes to India per Month for 6 Months
Promotional Bonus 1GB Freedom Nationwide Data,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),16-10-2019 00:00:00,07-02-2023 23:59:59,0,24,No,PROMOTIONAL BONUS 1GB FREEDOM NATIONWIDE DATA,No,No,Data Policy,25-07-2024 23:59:59,Marketing,Promotional Bonus 1GB Data,Get an additional 1GB of Fast LTE Freedom Nationwide data for 24 months,,,,AMOUNT,1024,Get an additional 1GB of Fast LTE Freedom Nationwide data for 24 months
1 GB Freedom Nationwide bonus data for 12 months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-10-2019 00:00:00,25-03-2024 23:59:59,0,12,No,1 GB FREEDOM NATIONWIDE BONUS DATA FOR 12 MONTHS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,1 GB Freedom Nationwide bonus data for 12 months,,,,AMOUNT,1024,Get an additional 1GB of Fast LTE Freedom Nationwide data for 12 months
1 GB Nationwide additional data for 12 months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-10-2019 00:00:00,25-03-2024 23:59:59,0,12,No,1 GB NATIONWIDE ADDITIONAL DATA FOR 12 MONTHS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,1 GB Nationwide additional data for 12 months,,,,AMOUNT,1024,Get an additional 1GB of Nationwide data for 12 months
1 GB Nationwide bonus data for 12 months,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),21-10-2019 00:00:00,25-03-2024 23:59:59,0,12,No,1 GB NATIONWIDE BONUS DATA FOR 12 MONTHS,No,No,Data Policy,25-07-2024 23:59:59,Customer Base Offer,Additional Bonus Data,1 GB Nationwide bonus data for 12 months,,,,AMOUNT,1024,Get an additional 1GB of Nationwide data for 12 months
Trade Promo $10/mo x 24 mo,,,,,,,,,,,,,,,,,,,,Manual,N/A,23-10-2019 00:00:00,31-12-2019 23:59:59,0,24,No,TRADE PROMO $10/MO X 24 MO,No,No,Service,01-03-2020 23:59:59,Marketing,Rate Plan Discount Promo,$10 off x 24 mo - In-Store Trade Value Removed & Replaced with Trade Promo,,,,AMOUNT,10,"Trade Promo $10/mo x 24 mo, with eligible phone purchase and eligible trade-in"
Samsung Phone + Tablet with MyTab $180 Service Credit Offer,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),16-11-2020 00:00:00,03-01-2023 23:59:59,1,12,No,SAMSUNG PHONE + TABLET WITH MYTAB $180 SERVICE CREDIT OFFER,No,No,Service,01-04-2023 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/month x 12 months off select tablet plans; credits start on 2nd bill,,,,AMOUNT,15,Get $15/month x 12 months off select tablet plans; credits start on 2nd bill
Samsung Ph+Tablet - HWU12M,,,,,,,,,,,,,,,,,,,,Manual,Hardware Upgrade,16-11-2020 00:00:00,03-01-2023 23:59:59,1,12,No,PHONE+TABLET HWU 12M,No,No,Service,01-04-2023 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/month x 12 months off select tablet plans; credits start on 2nd bill,,,,AMOUNT,15,Get $15/month x 12 months off select tablet plans; credits start on 2nd bill
Samsung Phone + Tablet with MyTab $360 Service Credit Offer,,,,,,,,,,,,,,,,,,,,Manual,New Line (New or Existing),30-10-2019 00:00:00,10-11-2019 23:59:59,1,24,No,SAMSUNG PHONE + TABLET WITH MYTAB $360 SERVICE CREDIT OFFER,No,No,Service,10-11-2019 23:59:59,Marketing,Rate Plan Discount Promo,Get $15/month x 24 months off Promo Tablet 15 plan; credits start on 2nd bill,,,,AMOUNT,15,Get $15/month x 24 months off Promo Tablet 15 plan; credits start on 2nd bill
