Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
75,Promo Product Maintenance,GW8_CC_WBO,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
76,Promo Product Maintenance,GW8_CC_ESCALATION,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_ESCALATION1,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_UPALL,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_RTS_UP,THX 10$ Abv MRC 6 Months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_UPALL,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_RTS_UP,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CC_UPALL,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CC_RTS_UP,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_CC_ESCALATION1,Supervisor_Above_6_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_CC_UPALL,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_CC_RTS_UP,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_CC_ESCALATION1,Supervisor_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
33,Promo Product Maintenance,GW8_CC_ESCALATION1,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
64,Promo Product Maintenance,BACK_OFFICE,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
65,Promo Product Maintenance,BACKOFFICE_COMPLAINTS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
66,Promo Product Maintenance,CREDIT_COLLECTIONS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
67,Promo Product Maintenance,SUPERVISORS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
68,Promo Product Maintenance,GW8_SUPERVISORS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
69,Promo Product Maintenance,GW8_SUPERVISORS_1,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_SUPERVISORS_10,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
71,Promo Product Maintenance,GW8_SUPERVISORS_11,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
72,Promo Product Maintenance,GW8_SUPERVISORS_12,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
73,Promo Product Maintenance,GW8_SUPERVISORS_13,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
74,Promo Product Maintenance,GW8_SUPERVISORS_14,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
75,Promo Product Maintenance,GW8_SUPERVISORS_15,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
76,Promo Product Maintenance,GW8_SUPERVISORS_16,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
77,Promo Product Maintenance,GW8_SUPERVISORS_2,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
78,Promo Product Maintenance,GW8_SUPERVISORS_3,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
79,Promo Product Maintenance,GW8_SUPERVISORS_4,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
80,Promo Product Maintenance,GW8_SUPERVISORS_5,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
81,Promo Product Maintenance,GW8_SUPERVISORS_6,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
82,Promo Product Maintenance,GW8_SUPERVISORS_7,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
83,Promo Product Maintenance,GW8_SUPERVISORS_8,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
84,Promo Product Maintenance,GW8_SUPERVISORS_9,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
85,Promo Product Maintenance,GW8_SUPERVISORS_STARTEK,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
86,Promo Product Maintenance,GW8_SUPERVISORS_TP,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
87,Promo Product Maintenance,GW8_SUPERVISORS_WINDSOR,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
88,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
89,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_1,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
90,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_2,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
91,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_3,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
92,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_4,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
93,Promo Product Maintenance,GW8_BACK_OFFICE,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
94,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
95,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_1,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
96,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_10,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
97,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_5,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
98,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_2,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
99,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_3,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
100,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_4,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
101,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_5,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
102,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_6,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
103,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_7,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
104,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_8,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
105,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
106,Promo Product Maintenance,CARE,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
107,Promo Product Maintenance,CUSTOMER_CARE,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
108,Promo Product Maintenance,GW8_CUSTOMER_CARE,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
109,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
110,Promo Product Maintenance,GW8_CUSTOMER_CARE_10,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
111,Promo Product Maintenance,GW8_CUSTOMER_CARE_11,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
112,Promo Product Maintenance,GW8_CUSTOMER_CARE_12,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
113,Promo Product Maintenance,GW8_CUSTOMER_CARE_13,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
114,Promo Product Maintenance,GW8_CUSTOMER_CARE_14,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
115,Promo Product Maintenance,GW8_CUSTOMER_CARE_15,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
116,Promo Product Maintenance,GW8_DEDICATED_CC,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
117,Promo Product Maintenance,GW8_CUSTOMER_CARE_17,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
118,Promo Product Maintenance,GW8_CUSTOMER_CARE_2,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
119,Promo Product Maintenance,GW8_CUSTOMER_CARE_3,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CUSTOMER_CARE_4,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
121,Promo Product Maintenance,GW8_CUSTOMER_CARE_5,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CUSTOMER_CARE_6,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CUSTOMER_CARE_7,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
124,Promo Product Maintenance,GW8_CUSTOMER_CARE_8,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
125,Promo Product Maintenance,GW8_CUSTOMER_CARE_9,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
126,Promo Product Maintenance,GW8_DEDICATED_BO,BYOP 150 Prepaid,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
63,Promo Product Maintenance,BACK_OFFICE,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
64,Promo Product Maintenance,BACKOFFICE_COMPLAINTS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
65,Promo Product Maintenance,CREDIT_COLLECTIONS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
66,Promo Product Maintenance,SUPERVISORS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
67,Promo Product Maintenance,GW8_SUPERVISORS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
68,Promo Product Maintenance,GW8_SUPERVISORS_1,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
69,Promo Product Maintenance,GW8_SUPERVISORS_10,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
70,Promo Product Maintenance,GW8_SUPERVISORS_11,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
71,Promo Product Maintenance,GW8_SUPERVISORS_12,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
72,Promo Product Maintenance,GW8_SUPERVISORS_13,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
73,Promo Product Maintenance,GW8_SUPERVISORS_14,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
74,Promo Product Maintenance,GW8_SUPERVISORS_15,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
75,Promo Product Maintenance,GW8_SUPERVISORS_16,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
76,Promo Product Maintenance,GW8_SUPERVISORS_2,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
77,Promo Product Maintenance,GW8_SUPERVISORS_3,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
78,Promo Product Maintenance,GW8_SUPERVISORS_4,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
79,Promo Product Maintenance,GW8_SUPERVISORS_5,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
80,Promo Product Maintenance,GW8_SUPERVISORS_6,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
81,Promo Product Maintenance,GW8_SUPERVISORS_7,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
82,Promo Product Maintenance,GW8_SUPERVISORS_8,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
83,Promo Product Maintenance,GW8_SUPERVISORS_9,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
84,Promo Product Maintenance,GW8_SUPERVISORS_STARTEK,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
85,Promo Product Maintenance,GW8_SUPERVISORS_TP,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
86,Promo Product Maintenance,GW8_SUPERVISORS_WINDSOR,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
87,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
88,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_1,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
89,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_2,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
90,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_3,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
91,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_4,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
92,Promo Product Maintenance,GW8_BACK_OFFICE,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
93,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
94,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_1,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
95,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_10,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
96,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_5,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
97,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_2,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
98,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_3,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
99,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_4,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
100,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_5,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
101,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_6,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
102,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_7,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
103,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_8,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
104,Promo Product Maintenance,GW8_CREDIT_COLLECTIONS_9,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
105,Promo Product Maintenance,CARE,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
106,Promo Product Maintenance,CUSTOMER_CARE,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
107,Promo Product Maintenance,GW8_CUSTOMER_CARE,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
108,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
109,Promo Product Maintenance,GW8_CUSTOMER_CARE_10,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
110,Promo Product Maintenance,GW8_CUSTOMER_CARE_11,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
111,Promo Product Maintenance,GW8_CUSTOMER_CARE_12,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
112,Promo Product Maintenance,GW8_CUSTOMER_CARE_13,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
113,Promo Product Maintenance,GW8_CUSTOMER_CARE_14,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
114,Promo Product Maintenance,GW8_CUSTOMER_CARE_15,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
115,Promo Product Maintenance,GW8_DEDICATED_CC,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
116,Promo Product Maintenance,GW8_CUSTOMER_CARE_2,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
117,Promo Product Maintenance,GW8_CUSTOMER_CARE_3,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
118,Promo Product Maintenance,GW8_CUSTOMER_CARE_4,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
119,Promo Product Maintenance,GW8_CUSTOMER_CARE_5,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
120,Promo Product Maintenance,GW8_CUSTOMER_CARE_6,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
121,Promo Product Maintenance,GW8_CUSTOMER_CARE_7,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
122,Promo Product Maintenance,GW8_CUSTOMER_CARE_8,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
123,Promo Product Maintenance,GW8_CUSTOMER_CARE_9,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
124,Promo Product Maintenance,GW8_DEDICATED_BO,Freedom 10 PA,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
77,Promo Product Maintenance,BACK_OFFICE,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
78,Promo Product Maintenance,BACKOFFICE_COMPLAINTS,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
79,Promo Product Maintenance,CREDIT_COLLECTIONS,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
80,Promo Product Maintenance,SUPERVISORS,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
81,Promo Product Maintenance,GW8_SUPERVISORS,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
82,Promo Product Maintenance,GW8_SUPERVISORS_1,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
83,Promo Product Maintenance,GW8_SUPERVISORS_10,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
84,Promo Product Maintenance,GW8_SUPERVISORS_11,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
85,Promo Product Maintenance,GW8_SUPERVISORS_12,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
86,Promo Product Maintenance,GW8_SUPERVISORS_13,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
87,Promo Product Maintenance,GW8_SUPERVISORS_14,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
88,Promo Product Maintenance,GW8_SUPERVISORS_15,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
89,Promo Product Maintenance,GW8_SUPERVISORS_16,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
90,Promo Product Maintenance,GW8_CC_UPALL,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
91,Promo Product Maintenance,GW8_SUPERVISORS_2,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
92,Promo Product Maintenance,GW8_CC_RTS_UP,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
93,Promo Product Maintenance,GW8_SUPERVISORS_3,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
94,Promo Product Maintenance,GW8_SUPERVISORS_4,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
95,Promo Product Maintenance,GW8_SUPERVISORS_5,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
96,Promo Product Maintenance,GW8_SUPERVISORS_6,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
97,Promo Product Maintenance,GW8_SUPERVISORS_7,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
98,Promo Product Maintenance,GW8_SUPERVISORS_8,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
99,Promo Product Maintenance,GW8_SUPERVISORS_9,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
100,Promo Product Maintenance,GW8_SUPERVISORS_STARTEK,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
101,Promo Product Maintenance,GW8_SUPERVISORS_TP,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
102,Promo Product Maintenance,GW8_SUPERVISORS_WINDSOR,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
103,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
104,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_1,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
105,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_2,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
106,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_3,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
107,Promo Product Maintenance,GW8_BACKOFFICE_COMPLAINTS_4,Loyalty_Above_10_10,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
