Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
30,Promo Product Maintenance,GW8_DEDICATED_CC,Hardware Upgrade HWU Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CC_UPALL,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CC_UPALL,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CC_WBO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CC_WBO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_CUSTOMER_CARE,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_CUSTOMER_CARE,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_DEDICATED_BO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_DEDICATED_BO,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
29,Promo Product Maintenance,GW8_DEDICATED_CC,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
30,Promo Product Maintenance,GW8_DEDICATED_CC,CF2 Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_HD_QQ,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_QQTL,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_QQTL,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_SUPERUSER,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_SUPERUSER,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_HD_QQ,$15 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_QQTL,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_QQTL,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_SUPERUSER,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_SUPERUSER,$20 off on Select Rate Plans,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_CC_BO,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_QQTL,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_QQTL,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_RTS_UP,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_SUPERUSER,Bonus 900 Mins Talk on Freedom Network Promo(AUTO APPLY),,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_CC_ESCALATION,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_QQTL,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_SUPERUSER,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_RTS_UP,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_UPALL,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_WBO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CUSTOMER_CARE,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_BO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_DEDICATED_CC,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_ESCALATION,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_BO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_QQTL,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CC_SUPERUSER,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CC_HD_QQ,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CC_RTS_UP,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_CC_L2TECH,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_CC_UPALL,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_CC_WBO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_CUSTOMER_CARE,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_DEDICATED_BO,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
29,Promo Product Maintenance,GW8_DEDICATED_CC,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
30,Promo Product Maintenance,GW8_BACK_OFFICE,HWU Connection Fee Waiver,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_CC_BO,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_ESCALATION,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_HD_QQ,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_L2TECH,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
9,Promo Product Maintenance,GW8_CC_QQTL,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_QQTL,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_RTS_UP,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_SUPERUSER,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_SUPERUSER,500 ILD Minutes Promo for 12mo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CC_UPALL,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CC_UPALL,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CUSTOMER_CARE,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CUSTOMER_CARE,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_DEDICATED_BO,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_DEDICATED_BO,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_DEDICATED_CC,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_DEDICATED_CC,$50 Service Credit ($5x10 mo) w/ HWU & $60-69 MRC Upgrade,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
17,Promo Product Maintenance,GW8_CC_SUPERUSER,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
18,Promo Product Maintenance,GW8_CC_SUPERUSER,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
19,Promo Product Maintenance,GW8_CC_UPALL,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
20,Promo Product Maintenance,GW8_CC_UPALL,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
21,Promo Product Maintenance,GW8_CC_WBO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
22,Promo Product Maintenance,GW8_CC_WBO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
23,Promo Product Maintenance,GW8_CUSTOMER_CARE,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
24,Promo Product Maintenance,GW8_CUSTOMER_CARE,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
25,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
26,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
27,Promo Product Maintenance,GW8_DEDICATED_BO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
28,Promo Product Maintenance,GW8_DEDICATED_BO,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
29,Promo Product Maintenance,GW8_DEDICATED_CC,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
30,Promo Product Maintenance,GW8_DEDICATED_CC,CWA Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_BACK_OFFICE,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_BACK_OFFICE,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_BO,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_BO,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_ESCALATION,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_ESCALATION,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_HD_QQ,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_HD_QQ,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_L2TECH,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_CC_L2TECH,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_CC_QQTL,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CC_QQTL,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_CC_RTS_UP,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CC_RTS_UP,CWB Connection Fee Promo,,,,,,,,,,,,,,,,,Delete,,,,,,,,,,,,,,,,,,,,
