Order Sequence,Access Entity,CB Profile,Campaign,,,,,,,,,,,,,,,,,Maintenance Type,Agent,,,,,,,,,,,,,,,,,,,Description
4,Promo Product Maintenance,GW8_CC_ESCALATION,CBM $5 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,CBM $5 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,CBM $5 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,CBM $5 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,CBM $5 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_HD_QQ,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,CBM $10 for 10 months,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_CC_UPALL,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_L2TECH,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_QQTL,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_SUPERUSER,Bring Your Own Phone $60 Pay After,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,10GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,30GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,40GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,15GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,30GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,40GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,100GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,15GB Big Binge Bonus Data - Pay After BYOP,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
5,Promo Product Maintenance,GW8_CC_UPALL,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,50GB Big Binge Bonus Data - with MyTab,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
1,Promo Product Maintenance,GW8_SUPERUSER,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
2,Promo Product Maintenance,GW8_CC_BO,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
3,Promo Product Maintenance,GW8_CC_WBO,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
4,Promo Product Maintenance,GW8_CC_ESCALATION,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
6,Promo Product Maintenance,GW8_CC_QQTL,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
7,Promo Product Maintenance,GW8_CC_SUPERUSER,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
8,Promo Product Maintenance,GW8_CC_L2TECH,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CUSTOMER_CARE,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,15GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CUSTOMER_CARE,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,30GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CUSTOMER_CARE,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,100GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CUSTOMER_CARE,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,40GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
14,Promo Product Maintenance,GW8_CUSTOMER_CARE,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
15,Promo Product Maintenance,GW8_BACK_OFFICE,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
16,Promo Product Maintenance,GW8_CUSTOMER_CARE_1,50GB Big Binge Bonus HWU,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
10,Promo Product Maintenance,GW8_CC_HD_QQ,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
11,Promo Product Maintenance,GW8_CC_RTS_UP,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
12,Promo Product Maintenance,GW8_DEDICATED_BO,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
13,Promo Product Maintenance,GW8_DEDICATED_CC,5GB Big Binge Bonus Data - Pay Before,,,,,,,,,,,,,,,,,Add,,,,,,,,,,,,,,,,,,,,
