REFERENCE_CODE,ABBREVIATION,CODE_LABEL,VALID,DESCRIPTION,CHILD_REFERENCE_TYPE,CHILD_ATTRIBUTE_TYPE
3117,SM Samsung Galaxy Double Storage Offer $288,SM_SAMSUNG_GALAXY_DOUBLE_STRAGE_OFFR_288,Y,[01/30/2023 Vnair]: RITM Shaw Promo MRS_2023,,
3118,SM Samsung Galaxy Double Storage Offer $288 - HWU,SM_SAMSUNG_GLXY_DBLE_STRAGE_OFFR_288_HWU,Y,[01/30/2023 Vnair]: RITM Shaw Promo MRS_2023,,
