REFERENCE_CODE,ABBREVIATION,CODE_LABEL,VALID,DESCRIPTION,CHILD_REFERENCE_TYPE,CHILD_ATTRIBUTE_TYPE
1873,$10 off for 15 months for P2P with a tab MRC $50+,10_OFF_15_MONTHS_P2P_TAB_MRC_50,Y,[01/05/2024 Mmizanur]: REQ2900586: P2P Campaigns,,
1874,Promo 34GB Nationwide Data,PROMO_34GB_NATIONWIDE_DATA,Y,[07/05/2024 Vnair]: REQ2904739 MRS 2024,,
1875,$14.50 Off x 6 Months,$14.50_OFF_6_MONTHS,Y,[17/05/2024 PGautam] REQ2906664 ]  : MVNO,,
1876,$14 off AAL on Select Plan,14_OFF_AAL_ON_SELECT_PLAN,Y,[28/05/2024 MMizanur]: REQ2924919 : MRS,,
1877,$9 off AAL on Select Plan,9_OFF_AAL_ON_SELECT_PLAN,Y,[28/05/2024 MMizanur]: REQ2924919 : MRS,,
1878,$5 off 24 months for prepaid rolloff,5_OFF_24_MONTHS_FOR_PREPAID_ROLLOFF,Y,[27/05/2024 MMizanur]: REQ2924919 : MRS,,
1880,14A $14.50 Off x 3 Months,14A_14_50_OFF_X_3_MONTHS,Y,[07/06/2024 Vnair]: REQ2932837 New Promo,,
1881,10H $10 Off x 20 Months,10H_10_OFF_X_20_MONTHS,Y,[05//06/2024 MMizanur] REQ2933048 : MRS_2024,,
1882,$300 TMS HWU service credit,300_TMS_HWU_SERVICE_CREDIT,Y,[06/24/2024 VNair]: REQ2948432 New Promo,,
1883,Promo 24GB Nationwide Data,PROMO_24GB_NATIONWIDE_DATA,Y,[07/02/2024 VNair]: REQ2955263 New Promo,,
1884,Z Flip6/Fold6 preorder offer - $240 discount,Z_FLIP6FOLD6_PREORDER_OFFER_240_DISCOUNT,Y,[03/07/2024 NGanesan]: REQ2955229 New Promo,,
1885,Z Flip6/Fold6 preorder offer - $240 discount - HWU,Z_FLIP6FOLD6_PREORDER_OFFER_240_DISC_HWU,Y,[03/07/2024 NGanesan]: REQ2955229 New HWU Promo,,
1886,Additional 3rd+ Line $5 off,ADDITIONAL_3RD_LINE_5_OFF,Y,[10/07/2024 NGanesan]: REQ2960115 New BTS Promo,,
1887,10J $10 Off x 3 Months,10J_10_OFF_X_3_MONTHS,Y,[10/07/2024 NGanesan]: REQ2960315 New BTS Promo,,
1888,10K $10 Off x 18 Months,10K_10_OFF_X_18_MONTHS,Y,[10/07/2024 NGanesan]: REQ2960315 New BTS Promo,,
1889,$5 off for 10 months on AAL w/MRC $39+,5_OFF_FOR_10_MONTHS_ON_AAL_WMRC_39,Y,[12/07/2024 SZAMAN]: CBM Add a Line Promo,,
1890,$5 off for 15 months on AAL w/MRC $50+,5_OFF_FOR_15_MONTHS_ON_AAL_WMRC_50,Y,[12/07/2024 SZAMAN]: CBM Add a Line Promo,,
1891,$54 Service Credit ($55),54_SERVICE_CREDIT_55,Y,[15/07/2024 NGanesan]: REQ2965070 CBM HWU for BTS Promo,,
1892,$54 Service Credit ($65),54_SERVICE_CREDIT_65,Y,[15/07/2024 NGanesan]: REQ2965070 CBM HWU for BTS Promo,,
1893,$90 Service Credit ($55),90_SERVICE_CREDIT_55,Y,[15/07/2024 NGanesan]: REQ2965070 CBM HWU for BTS Promo,,
1894,$90 Service Credit ($65),90_SERVICE_CREDIT_65,Y,[15/07/2024 NGanesan]: REQ2965070 CBM HWU for BTS Promo,,
1895,$10 Off x 6 Months,10_OFF_X_6_MONTHS,Y,[10/07/2024 MMizanur]: REQ2961900 New BTS Promo,,
1896,BP HWU $5 off for 18 mo ($5X18),BP_HWU_5_OFF_FOR_18_MO_5X18,Y,[10/07/2024 Mmizanur]: REQ2961839 - MRS_2024_BTS,,
1897,$144 Service Credit ($55),144_SERVICE_CREDIT_55,Y,[17/07/2024 MMizanur]: REQ2965070 BTS Promos,,
1898,$144 Service Credit ($65),144_SERVICE_CREDIT_65,Y,[17/07/2024 MMizanur]: REQ2965070 BTS Promos,,
1899,$5 Off x 18 Months,5_OFF_X_18_MONTHS,Y,[17/07/2024 VNair]: REQ2966513 BTS Promos,,
1900,$5 Off x 18 Months - HWU,5_OFF_X_18_MONTHS_HWU,Y,[17/07/2024 VNair]: REQ2966513 BTS Promos,,
1901,$5 Off x 18 Months - Plan Change,5_OFF_X_18_MONTHS_PLAN_CHANGE,Y,[17/07/2024 VNair]: REQ2966513 BTS Promos,,
1902,$180 Service Credit ($65),180_SERVICE_CREDIT_65,Y,[15/07/2024 Mmizanur]: REQ2965070 BTS Promo,,
1903,Tab A9+ promo - $160 discount on select tablet plan,TAB_A9_PROMO_160_DISC_ON_SELECT_TAB,Y,[29/07/2024 NGanesan]: REQ2976799 BTS Promo,,
1904,Tab A9+ promo - $160 discount on select tablet plan - HWU,TAB_A9_PROMO_160_DISC_ON_SELECT_TAB_HWU,Y,[29/07/2024 NGanesan]: REQ2976799 BTS Promo,,
1905,5S $5 Off x 18 Months,5S_5_OFF_X_18_MONTHS,Y,{16/07/2024 Vnair]: REQ2960063 - MRS 2024 BTS,,
1906,5P $5 Off x 18 Months,5P_5_OFF_X_18_MONTHS,Y,{16/07/2024 Vnair]: REQ2960063 - MRS 2024 BTS,,
1907,$5 off 18 mths on $55+ P2P w/tab,5_OFF_18_MTHS_ON_55_P2P_WTAB,Y,[02/08/2024 NGanesan]: REQ2960006 BTS Promo,,
1908,$3 off 18 mths on $55+ P2P w/tab,3_OFF_18_MTHS_ON_55_P2P_WTAB,Y,[02/08/2024 NGanesan]: REQ2960006 BTS Promo,,
1909,924MB bonus data AAL w/$10/100MB,924MB_BONUS_DATA_AAL_W10_100MB,Y,[02/08/2024 NGanesan]: REQ2960006 BTS Promo,,
1910,$5 off 18 mths on $55+ tab AALs,5_OFF_18_MTHS_ON_55_TAB_AALS,Y,[08/02/2024 VNair] - BTS Promo - REQ2960006,,
1911,$3 off 18 mths on $45+ AALs,3_OFF_18_MTHS_ON_45_AALS,Y,[08/02/2024 VNair] - BTS Promo - REQ2960006,,
1912,W5 Winback $5 Off,W5_WINBACK_5_OFF,Y,[REQ2980645 - New Promo for Aug 7:  2024 - Winback],,
1915,One Month Service Credit - Postpaid,ONE_MONTH_SERVICE_CREDIT_POSTPAID,Y,[20/08/2024 NGanesan]: REQ2994562 Cyber Summer Promo,,
1916,1MN One Mo. Credit - Post,1MN_ONE_MO_CREDIT_POST,Y,[20/08/2024 NGanesan]: REQ2994562 Cyber Summer Promo,,
1917,$15 Off Tablet Plan Credit,15_OFF_TABLET_PLAN_CREDIT,Y,[23/08/2024 MMizanur]: REQ2995947 TabletWatch BTS Promo,,
1918,$10 Off Watch Plan Credit,10_OFF_WATCH_PLAN_CREDIT,Y,[23/08/2024 MMizanur]: REQ2995947 TabletWatch BTS Promo,,
1919,$7 Off x 24 Months - HWU,7_OFF_X_24_MONTHS_HWU,Y,[23/08/2024 NGanesan]: REQ2994613 HWU Credit Promos for FHI,,
1922,FR2 $25 Off x 18 Months,FR2_25_OFF_X_18_MONTHS,Y,[09/09/2024 VNair]: REQ3008096  - New Promo FHI,,
1923,BP HWU $10 off for 18 mo ($10X18),BP_HWU_10_OFF_FOR_18_MO_10X18,Y,[09/09/2024 VNair]: REQ3008147 - New Promo,,
1924,Save $679 with Watch S10 42mm and any iPhone 16 on MyTab,SAVE_679_WATCH_S10_IPHONE_16_MYTAB,Y,[18/09/2024 VNair]: REQ3017736  - Apple Watch on Us,,
1925,Save $679 with Watch S10 42mm and any iPhone 16 on MyTab-HWU,SAVE_679_WATCH_S10_IPHONE_16_MYTAB_HWU,Y,[18/09/2024 VNair]: REQ3017736  - Apple Watch on Us,,
1926,$14 Off x 6 Months,14_OFF_X_6_MONTHS,Y,[23/09/2024 MMizanur]: REQ REQ3021541  - LPM,,
1927,$10 Off x 6 Months Promo,10_OFF_X_6_MONTHS_PROMO,Y,[23/09/2024 MMizanur]: REQ REQ3021541  -LPM promos,,
1928,NR4 $14 Off x 6 Months,NR4_14_OFF_X_6_MONTHS,Y,[23/09/2024 VNair]: REQ3021541 - New Promos for LPM and MVNO Offers,,
1929,NR1 $10 Off x 6 Months,NR1_10_OFF_X_6_MONTHS,Y,[23/09/2024 VNair]: REQ3021541 - New Promos for LPM and MVNO Offers,,
1930,$180 TMS HWU service credit,180_TMS_HWU_SERVICE_CREDIT,Y,[27/09/2024 VNair]:REQ3026067 - New TMS HWU Credit Promo,,
1931,25GB Extra Canada-U.S.-Mexico Data,25GB_EXTRA_CANADA_US_MEXICO_DATA,Y,[03/10/2024 MMizanur] REQ3029754 : 25GB BBB offers Web and Retail,,
1932,Save $280 with Tab A9+ and any S24 or FlipFold6 on MyTab,SAVE_280_TABA9_S24_OR_FLIPFOLD6_MYTAB,Y,[11/10/2024 NGanesan] REQ3034057 - New Tablet Promos,,
1933,Save $280 with Tab A9+ and any S24 or FlipFold6 on MyTab-HWU,SAVE_280_TABA9_S24_OR_FLIPFOLD6_MYTAB_HW,Y,[11/10/2024 NGanesan] REQ3034057 - New Tablet Promos,,
1934,CD1 $10 Off x 6 Months,CD1_10_OFF_X_6_MONTHS,Y,[11/10/2024 VNair] REQ3037486  - New LPM MVNO Promo,,
1936,Discount: $45 Connection Fee Waiver - Postpaid,DISCOUNT_45_CONNECTION_FEE_WAIVER_POSTPA,Y,[21/10/2024 MMizanur]: MRS 2024 Connection Fee Promos,,
1937,Discount: $45 Connection Fee Waiver - HWU,DISCOUNT_45_CONNECTION_FEE_WAIVER_HWU,Y,[21/10/2024 MMizanur]: MRS 2024 Connection Fee Promos,,
1938,EP AddOn Discount,EP_ADDON_DISCOUNT,Y,[06/11/2024 MMizanur] REQ3048566 : MRS_2024,,
1939,EP Rate Plan Discount,EP_RATE_PLAN_DISCOUNT,Y,[06/11/2024 NGanesan] REQ3048564 - Employee Rate Plan Promo,,
1940,1A7 $4 Off x 24 Months,1A7_4_OFF_X_24_MONTHS,Y,[11/11/2024 NGanesan] REQ3052810 - New Promos for Nov 19,,
1941,1U7 $4 Off x 24 Months,1U7_4_OFF_X_24_MONTHS,Y,[11/11/2024 NGanesan] REQ3052810 - New Promos for Nov 19,,
1942,4P9 $4 Off x 24 Months,4P9_4_OFF_X_24_MONTHS,Y,[11/11/2024 NGanesan] REQ3052810 - New Promos for Nov 19,,
3000,Welcome Promo 1GB Shaw Nationwide Rollover Data,SHAW_PROMO_1GB_SHAW_NATIONWIDE_DATA,Y,[22/07/2020 NKapur]: Ellipse Promos,,
3001,Promo $20 off on Unlimited U.S & Mexico plans,PROMO_20_OFF_ON_UNLIMITED_US_MEXICO_PLAN,Y,[10/08/2020 NKapur]: Shaw Promos 2020,,
3006,$100 Credit ($10x10 mos.) w/ $45+ Hardware Upgrade,100_CREDIT_10X10_MOS_W_45_HARDWARE_UPG,Y,[18/09/2020 Acarretti]: Shaw Promos 2020,,
3007,15% off for 12months,15_OFF_FOR_12MONTHS,Y,[18/09/2020 Acarretti]: RITM1584261 Shaw Promos 2020,,
3008,25% off for 12months,25_OFF_FOR_12MONTHS,Y,[18/09/2020 Acarretti]: RITM1584261 Shaw Promos 2020,,
3009,Shaw Accessibility Above $5 PA,SHAW_ACCESSIBILITY_ABOVE_5_PA,Y,[22/09/2020 Acarretti]: RITM1584183 Shaw Promos 2020,,
3010,SM - 500 ILD Minutes to India per Month for 6 Months,SM_500_ILD_MINUTES_TO_INDIA_PER_6_MONTH,Y,[19/10/2020 Acarretti] RITM: MRS_2020 SHAW - 500 ILD Minutes India Promo,,
3011,Connection Fee Credit,CONNECTION_FEE_CREDIT,Y,[05/11/2020 Acarretti] RITM: MRS_2020 New Connection Fee Promos,,
3012,SMFIBRE+ $20 MOBILE BONUS,SMFIBRE_20_MOBILE_BONUS,Y,[06/11/2020 ACarretti]: Shaw Promos 2020,,
3013,Holiday Bundle Internet 300/750-New Internet Activations,HOLIDAY_BUNDLE_INTERNET_300_750,Y,[07/12/2020 ACarretti]: Shaw Promos 2020,,
3014,Holiday Bundle $500 Device Credit-New Internet Activations,HOLIDAY_BUNDLE_500_DEVICE_CRED,Y,[07/12/2020 ACarretti]: Shaw Promos 2020,,
3015,Holiday Bundle iPhone 12 Offer - New internet Activations,HOLIDAY_BUNDLE_IPHONE_12_OFFER,Y,[07/12/2020 NKapur]: Shaw Promos 2020,,
3016,Holiday Bundle iPhone 11 Offer - New internet Activations,HOLIDAY_BUNDLE_IPHONE_11_OFFER,Y,[07/12/2020 NKapur]: Shaw Promos 2020,,
3017,Holiday Bundle Internet 300 or 750,HOLIDAY_BUNDLE_INTERNET_300_750_A,Y,[15/12/2020 ACarretti]: Shaw Promos 2020,,
3018,Holiday Bundle $500 Device Credit,HOLIDAY_BUNDLE_500_DEVICE_CRED_A,Y,[15/12/2020 ACarretti]: Shaw Promos 2020,,
3019,Holiday Bundle iPhone 12 Offer,HOLIDAY_BUNDLE_IPHONE_12_OFFER_A,Y,[15/12/2020 ACarretti]: Shaw Promos 2020,,
3020,Holiday Bundle iPhone 11 Offer,HOLIDAY_BUNDLE_IPHONE_11_OFFER_A,Y,[15/12/2020 ACarretti]: Shaw Promos 2020,,
3021,Connection Fee Credit $10,CONNECTION_FEE_CREDIT_10,Y,[05/01/2021 Acarretti] MRS_2021 New Connection Fee Promos,,
3022,Connection Fee Credit $20,CONNECTION_FEE_CREDIT_20,Y,[05/01/2021 Acarretti] MRS_2021 New Connection Fee Promos,,
3023,Connection Fee Credit $30,CONNECTION_FEE_CREDIT_30,Y,[05/01/2021 Acarretti] MRS_2021 New Connection Fee Promos,,
3024,SM-Hardware Upgrade HWU Connection Fee Promo,SM_HARDWARE_UPGRADE_HWU_CONNECTION_FEE,Y,[05/01/2021 Acarretti] MRS_2021 Hardware Upgrade Connection Fee Promo,,
3025,ITG Shaw $25 Offer,ITG_SHAW_25_OFFER,Y,[18/01/2021 Acarretti] RITM1710811 New Shaw Internet Offer Promos,,
3026,ITO Shaw $45 Offer,ITO_SHAW_45_OFFER,Y,[18/01/2021 Acarretti] RITM1710811 New Shaw Internet Offer Promos,,
3027,Shaw Business Mobile Savings - $40 per mo. for 24 months,SHAW_BUSINESS_MOB_SAVINGS_40_PER_24MO,Y,[22/01/2021 ACarretti]: Shaw Promos 2021,,
3028,Shaw Business Mobile Savings - $60 per mo. for 24 months,SHAW_BUSINESS_MOB_SAVINGS_60_PER_24MO,Y,[22/01/2021 ACarretti]: Shaw Promos 2021,,
3029,LNY 2021 promo - 1000 mins to China and Hong Kong,LNY_2021_PROMO_1000_MINS_TO_CHINA_HK,Y,[27/01/2021 ACarretti]: Shaw Promos LNY 2021,,
3030,$150 Credit ($10 x 15 mos) w/$45+ Hardware Upgrade,150_CREDIT_10_X_15_MOS_W_45_HWU,Y,[09/02/2021 ACarretti]: Shaw Promos 2021,,
3031,SEP $40 Off x 12 Months,SEP_40_OFF_X_12_MONTHS,Y,[25/05/2021 ACarretti] RITM1845429 : Shaw Promo MRS_2021,,
3032,$50 Credit ($5 x 10 mos) w Hardware Upgrade,50_CREDIT_5_X_10_MOS_W_HARDWARE_UPG,Y,[31/05/2021 ACarretti]: Shaw Promos 2021,,
3033,$120 Credit ($5 x 24 mos) w Hardware Upgrade,120_CREDIT_5_X_24_MOS_W_HARDWARE_UPG,Y,[31/05/2021 ACarretti]: Shaw Promos 2021,,
3034,1GB Shaw Nationwide Data for 24 Months,1GB_SHAW_NATIONWIDE_DATA_FOR_24_MONTHS,Y,[03/06/2021 ACarretti]:RITM1855299 Shaw Promos 2021,,
3035,Promo $15 x 24month Tablet offer,PROMO_15_X_24MONTH_TABLET_OFFER,Y,[02/06/2021 ACarretti] RITM1853683: Shaw Promo MRS_2021,,
3036,1GB Shaw Nationwide Data for 6 Months,1GB_SHAW_NATIONWIDE_DATA_FOR_6_MONTHS,Y,[09/06/2021 ACarretti]:RITM1861800 Shaw Promos 2021,,
3037,6GB Rollover Data,6GB_ROLLOVER_DATA,Y,[14/06/2021 ACarretti]: RITM1861800 MRS_2021 Shaw Promos,,
3038,SR1 $60 Off x 24 Months,SR1_60_OFF_X_24_MONTHS,Y,[21/06/2021 ACarretti] RITM1872293 : Shaw Promo MRS_2021,,
3042,$50 SC ($5 x 10 mos.) on $15+ MRC,50_SC_5_X_10_MOS_ON_15_MRC,Y,[07/07/2021 ACarretti]: Shaw Promos 2021,,
3043,$120 SC ($5 x 24 mos.) on $15+ MRC,120_SC_5_X_24_MOS_ON_15_MRC,Y,[07/07/2021 VCHAN2]: Shaw Promos 2021,,
3046,Connection Fee Credit $35,CONNECTION_FEE_CREDIT_35,Y,[09/07/2021 Acarretti] MRS_2021 New Shaw Connection Fee Promo,,
3047,Promo $5 off Unlimited + U.S. and Mexico,PROMO_5_OFF_UNLIMITED_US_AND_MEXICO,Y,[19/07/2021 MMizanur] MRS_2021 Promo $5 off Unlimited + U.S. and Mexico,,
3048,Promo $10 off Unlimited + U.S. and Mexico,PROMO_10_OFF_UNLIMITED_US_AND_MEXICO,Y,[19/07/2021 MMizanur] MRS_2021 Promo $10 off Unlimited + U.S. and Mexico,,
3050,Connection Fee Credit $5,CONNECTION_FEE_CREDIT_5,Y,[05/08/2021 Acarretti] MRS_2021 New Shaw Connection Fee Promo,,
3051,SM-Hardware Upgrade HWU Connection Fee Offer,SM_HARDWARE_UPGRADE_HWU_CONN_FEE_OFFER,Y,[05/08/2021 ACARRETTI] RITM1919285: Hardware Upgrade Connection Fee Promo,,
3052,UNL Connection Fee Disc,UNL_CONNECTION_FEE_DISC,Y,[10/08/2021 MMizanur] MRS_2021 Connection Fee Promo with Codes,,
3053,UNL Connection Fee Offer,UNL_CONNECTION_FEE_OFFER,Y,[28/09/2021 MMizanur] RITM1978031 New Shaw Connection Fee Promo,,
3054,Connection Fee Credit $45,CONNECTION_FEE_CREDIT_45,Y,[28/09/2021 MMizanur] RITM1978031 New Shaw Connection Fee Promo,,
3055,SM-Hardware Upgrade HWU Connection Fee Waiver,SM_HARDWARE_UPG_HWU_CONN_FEE_WAIVER,Y,[28/09/2021 ACARRETTI] RITM1978031: Hardware Upgrade Connection Fee Promo,,
3056,Promo $15 off Unlimited plans,PROMO_15_OFF_UNLIMITED_PLANS,Y,[03/11/2021 ACarretti] RITM2027584: Shaw Promo MRS_2021,,
3057,HUFULL Connection Fee-SM,HU_CONNECTION_FEE_FULLSM,Y,[19/11/2021 ACarretti] RITM2045898 MRS_2021 Connection Fee Promo with Codes,,
3058,HUHALF Connection Fee-SM,HU_CONNECTION_FEE_HALF_SM,Y,[19/11/2021 ACarretti] RITM2045898 MRS_2021 Connection Fee Promo with Codes,,
3059,Promo $5 off for 12 months,PROMO_5_OFF_FOR_12_MONTHS,Y,[30/11/2021 ACarretti] RITM2059126: Shaw Promo MRS_2021,,
3060,Promo $15 off for 12 months,PROMO_15_OFF_FOR_12_MONTHS,Y,[30/11/2021 ACarretti] RITM2059126: Shaw Promo MRS_2021,,
3061,Gig $10/mo off ongoing,GIG_10_MO_OFF_ONGOING,Y,[01/12/2021 ACarretti] RITM2061084: Shaw Promo MRS_2021,,
3062,$5 credit X 8 Mo to 888 ILD Minutes - SM,5_CREDIT_X_8_MO_TO_888_ILD_MINUTES_SM,Y,[17/01/2022 ACarretti] RITM2110094 : MRS_2022,,
3063,BYOD $10 off for 6 months,BYOD_10_OFF_FOR_6_MONTHS,Y,[18/01/2022 ACarretti] RITM2112021: Shaw Promo MRS_2022 BYOD,,
3064,1GB Shaw Data for 24 Months,1GB_SHAW_DATA_FOR_24_MONTHS,Y,[03/02/2022 ACarretti]:RITM2131440 Shaw Promos 2022,,
3065,1GB Shaw Data for 6 Months,1GB_SHAW_DATA_FOR_6_MONTHS,Y,[03/02/2022 ACarretti]:RITM2131440 Shaw Promos 2022,,
3066,6GB Rollover Shaw Network Data,6GB_ROLLOVER_SHAW_NETWORK_DATA,Y,[03/02/2022 ACarretti]:RITM2131440 Shaw Promos 2022,,
3067,500MB Shaw Data for 3 Months,500MB_SHAW_DATA_FOR_3_MONTHS,Y,[03/02/2022 ACarretti]:RITM2131440 Shaw Promos 2022,,
3068,SM Samsung Double Storage Offer $72,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_72,Y,[11/02/2022 ACarretti] RITM2141529: Shaw Promo MRS_2022,,
3069,SM Samsung Double Storage Offer $72 - HWU,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_72_HWU,Y,[11/02/2022 ACarretti] RITM2141529: Shaw Promo MRS_2022,,
3070,SM Samsung Double Storage Offer $168,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_168,Y,[11/02/2022 ACarretti] RITM2141529: Shaw Promo MRS_2022,,
3071,SM Samsung Double Storage Offer $168 - HWU,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_168_HWU,Y,[11/02/2022 ACarretti] RITM2141529: Shaw Promo MRS_2022,,
3072,Bonus 3GB Shaw Data,BONUS_3GB_SHAW_DATA,Y,[18/02/2022 ACarretti]:RITM2150224 Shaw Promos 2022,,
3073,1GB Shaw Nationwide Data Rollover,1GB_SHAW_NATIONWIDE_DATA_ROLLOVER,Y,[07/03/2022 ACarretti]:RITM2169841 - Shaw Promos 2022,,
3074,1GB Shaw Data Rollover,1GB_SHAW_DATA_ROLLOVER,Y,[07/03/2022 ACarretti]:RITM2169841 - Shaw Promos 2022,,
3075,$5 off for 1 month,5_OFF_FOR_1_MONTH,Y,[07/03/2022 ACarretti] RITM2169908: Shaw Promo MRS_2022,,
3076,$5 off for 3 months,5_OFF_FOR_3_MONTHS,Y,[07/03/2022 ACarretti] RITM2169908: Shaw Promo MRS_2022,,
3077,$5 off for 6 months,5_OFF_FOR_6_MONTHS,Y,[07/03/2022 ACarretti] RITM2169908: Shaw Promo MRS_2022,,
3078,$5 off ATL for 3 months,5_OFF_ATL_FOR_3_MONTHS,Y,[09/03/2022 ACarretti] RITM2173059: Shaw Promo MRS_2022,,
3079,$10 off ATL for 3 months,10_OFF_ATL_FOR_3_MONTHS,Y,[09/03/2022 ACarretti] RITM2173059: Shaw Promo MRS_2022,,
3080,$5 off x 20 months on Select Samsung S22s,5_OFF_X_20_MONTHS_ON_SELECT_SAMSUNG_S22,Y,[11/04/2022 ACarretti] RITM2208670: Shaw Promo MRS_2022,,
3081,$5 off x 20 months on Select Samsung S22s - HWU,5_OFF_X_20_MONTHS_ON_SELECT_SS_S22_HWU,Y,[11/04/2022 ACarretti] RITM2208670: Shaw Promo MRS_2022,,
3083,$5 off for 6 months Instant,5_OFF_FOR_6_MONTHS_INSTANT,Y,[05/05/2022 ACarretti] RITM2234423 : Shaw Promo MRS_2022,,
3084,$5 off for 12 months Instant,5_OFF_FOR_12_MONTHS_INSTANT,Y,[05/05/2022 ACarretti] RITM2234423 : Shaw Promo MRS_2022,,
3085,1GB for 12 months Shaw Network Instant,1GB_FOR_12_MONTHS_SHAW_NETWORK_INSTANT,Y,[05/05/2022 ACarretti] RITM2234423 : Shaw Promo MRS_2022,,
3086,$50 Credit ($5 x 10mos),50_CREDIT_5_X_10MOS,Y,[17/05/2022 ACarretti] RITM2248966 : Shaw Promo MRS_2022,,
3088,HWU Connection Fee Full Waiver - SM1,HWU_CONNECTION_FEE_FULL_WAIVER_SM1,Y,[18/07/2022 ACarretti] RITM2318912 MRS_2022 Connection Fee Promo,,
3089,HWU Connection Fee Full Waiver - SM2,HWU_CONNECTION_FEE_FULL_WAIVER_SM2,Y,[18/07/2022 ACarretti] RITM2318912 MRS_2022 Connection Fee Promo,,
3090,HWU Connection Fee Half Waiver -SM,HWU_CONNECTION_FEE_HALF_WAIVER_SM,Y,[18/07/2022 ACarretti] RITM2318912 MRS_2022 Connection Fee Promo,,
3091,SM Samsung Double Storage Offer $96,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_96,Y,[29/07/2022 MMizanur] REQ2214636: Shaw Promo MRS_2022,,
3093,SM Samsung Galaxy Double Storage Offer $168,SM_SAMSUNG_GALAXY_DOUBLE_STORG_OFFER_168,Y,[29/07/2022 MMizanur] REQ2214636: Shaw Promo MRS_2022,,
3095,HWU Connection Fee Full Waiver - SM3,HWU_CONNECTION_FEE_FULL_WAIVER_SM3,Y,[03/08/2022 ACarretti] RITM2337037 MRS_2022 Connection Fee Promo,,
3096,HWU Connection Fee $25 Discount,HWU_CONNECTION_FEE_25_DISCOUNT,Y,[03/08/2022 ACarretti] RITM2337037 MRS_2022 Connection Fee Promo,,
3097,$9 Credit X 12 Months for PPP - SM,9_CREDIT_X_12_MONTHS_FOR_PPP_SM,Y,[10/08/2022 Acarretti]  RITM2346083 : MRS_2022 PPP Promo SM,,
3098,SM Samsung Double Storage Offer $96 - HWU,SM_SAMSUNG_DOUBLE_STORAGE_OFFER_96_HWU,Y,[12/08/2022 ACarretti] RITM: Shaw Promo MRS_2022,,
3099,SM Samsung Galaxy Double Storage Offer $168 - HWU,SM_SAMSUNG_GAL_DOUBLE_STO_OFFER_168_HWU,Y,[15/08/2022 ACarretti] RITM: Shaw Promo MRS_2022,,
3101,iPhone 12 64GB Bonus Savings,IPHONE_12_64GB_BONUS_SAVINGS,Y,[23/08/2022 ACarretti] RITM2361844: Shaw Promo MRS_2022,,
3102,iPhone 12 64GB Bonus Savings HWU,IPHONE_12_64GB_BONUS_SAVINGS_HWU,Y,[23/08/2022 ACarretti] RITM2362476: Shaw Promo MRS_2022,,
3103,iPhone 13 Pro/Pro Max Bonus Savings,IPHONE_13_PRO_PRO_MAX_BONUS_SAVINGS,Y,[14/09/2022 VNAIR] RITM2387172: Shaw Promo MRS_2022,,
3104,iPhone 13 Pro/Pro Max Bonus $240 Savings,IPHONE_13_PRO_PRO_MAX_BONUS_240_SAVINGS,Y,[20/09/2022 VNAIR] RITM2393694: Shaw Promo MRS_2022,,
3105,SM - Info Only: Eligible for MyTab Rollover,SM_INFO_ONLY_ELIGIBLE_MYTAB_ROLLOVER,Y,[11/04/2022 Vnair]: RITM2443172 Shaw Promo MRS_2022,,
3106,SM - Multi-line $45 Connection Fee Credit,SM_MULTILINE_45_CONNECTION_FEE_CREDIT,Y,[12/022022 Vnair]: RITM Shaw Promo MRS_2022,,
3107,$5 off for 12 months on $40 MRC,5_OFF_FOR_12_MONTHS_ON_40_MRC,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3108,$5 off for 12 months on $40+ MRC,5_OFF_FOR_12_MONTHS_ON_40_PLUS_MRC,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3109,$5 off for 10 months on BTG,5_OFF_FOR_10_MONTHS_ON_BTG,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3110,$10 off for 15 months on select $20+,10_OFF_FOR_15_MONTHS_ON_SELECT_20,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3111,$5 off for 15 months on select $20+,5_OFF_FOR_15_MONTHS_ON_SELECT_20,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3112,$5 off for 12 month w Upgrade to Unlimited Plan,5_OFF_FOR_12_MONTH_W_UPGD_TO_UNLTD_PLN,Y,[12/06/2022 Vnair]: RITM Shaw Promo MRS_2022,,
3113,SM Samsung Galaxy Double Storage Offer $96,SM_SAMSUNG_GALAXY_DOUBLE_STRAGE_OFFR_96,Y,[01/30/2023 Vnair]: RITM Shaw Promo MRS_2023,,
3114,SM Samsung Galaxy Double Storage Offer $96 - HWU,SM_SAMSUNG_GLXY_DBLE_STRAGE_OFFR_96_HWU,Y,[01/30/2023 Vnair]: RITM Shaw Promo MRS_2023,,
3115,SM Samsung Galaxy Double Storage Offer $192,SM_SAMSUNG_GALAXY_DOUBLE_STRAGE_OFFR_192,Y,[01/30/2023 Vnair]: RITM Shaw Promo MRS_2023,,
